,Genre,Budget,Screens,Sequel,Sentiment,Views,Likes,Dislikes,Comments,Aggregate.Followers
0,0.03731419608673913,-0.07214264797313376,0.08628772105398648,0.02064918438751624,-0.18769098084758298,0.006650402140094236,-0.016881269331147072,0.07038480372559261,-0.047130178645071436,0.00623791378803313
1,0.03661318638205887,0.0046063145012834785,0.00765808350601427,-0.04155867193437544,0.15742063686928867,0.010626259229744478,-0.007881030567000165,0.25943069046165335,-0.011215296854269242,0.08397897279062631
2,0.04678366351764971,-0.01830668575546208,-0.07823368990748682,0.013873587129789056,-0.20687696317013732,-0.00018627501127379707,-0.09609364226817747,0.16803287332365038,-0.02838948275736034,0.031075759283836872
3,0.045977531632435314,-0.03880255679419642,0.003540651547003043,-0.020967960443534234,-0.18353450434216936,-0.015055304471683136,-0.07500144429593252,0.1403721297492761,-0.02805174677513954,0.0012023485789683093
4,0.0155128162504574,-0.3315091903143543,-0.2291683794018083,-0.052309719664399394,-0.19516748539284878,-0.052572577518742517,-0.05674721393701607,-0.20940106776563622,-0.021360558769764695,-0.06759747910086107
5,0.015611308679533767,-0.06588507756172528,-0.062206203107528814,0.0029554532652876666,-0.18973402388934693,-0.022982228837483486,-0.0030376773738592187,-0.007058955653180741,-0.004582327574881074,-0.029401123561789404
6,0.038731827721036144,-0.04953570876735169,-0.013040881604767917,0.020374792013260565,0.1316407452803515,0.02325555965078227,-0.06335239491733485,0.26366816482649813,-0.016271875414362005,0.10620891559691646
7,0.09946804536771658,-0.0809760035375786,-0.06085750097218706,0.016367195955545897,0.12335324365637686,-0.015201917674831662,-0.08895389334857177,0.05561033445607559,-0.04337772024875314,0.10024736073123368
8,0.030195964371554807,-0.01875692323275864,-0.15648235237705221,0.009767546872305858,-0.18300039447373695,0.021812006374965318,-0.007020087799987186,0.03230193604641894,-0.01581530831005038,0.004676756913366634
9,0.031019204820187506,-0.05215786161927544,0.04875346735670568,0.015487327653548651,0.1710326949216949,-0.013771591248563845,0.04742438378240489,0.10003983343425908,0.15413793381247595,0.10371375147158916
10,0.009729666627311747,-0.04291440192860771,-0.14134184993520885,0.009491827666613075,-0.2608902111141386,-0.05245623752949549,-0.1283849879787467,0.11832588104524004,-0.04753731224927874,-0.00334323021866141
11,-0.673465909416448,-0.18552699030898498,-0.005768498171244805,0.004183447300971492,-0.14145148491576015,0.048505455954343676,0.061669663760446296,-0.3213638820166551,0.03857905468907218,0.06431828750928635
12,0.0002222860261110425,-0.050511205241547466,-0.09312093770642497,-0.00029082728267101335,-0.20892515008481538,-0.10888353017349736,-0.13103914604524824,-0.27384026830656316,0.047126090128547564,-0.05305816692886405
13,0.02634455756440908,-0.292291905456299,-0.07717852056169099,-0.1980636817084463,-0.28874612356020724,-0.10047960819988003,-0.2291976490783721,0.06364184849784092,-0.10275160170605757,-0.23359817140627157
14,0.03840831827520316,-0.07898988274471103,0.03695260861506817,0.021160134946832918,0.10856294197843568,-0.018470979635677152,-0.03863995545940156,0.216335371564484,-0.05757539493501849,0.0709359817798113
15,0.03216371673420834,-0.07509738670862477,0.05224023976084568,0.02217701495267362,-0.20885770709558954,0.016599034298959446,-0.05675991008601955,0.17761706701074226,-0.06133681587209207,0.010933891389923747
16,0.06124296173444826,-0.015362848058529145,0.06326507306731945,0.01863136798073156,-0.19940522627138021,0.021874267950596084,0.0024293428999335068,0.2281108696881007,-0.007925442072726907,0.13081877746653156
