,x1,x2,x3,x4,x5
0,0.13777786696508496,0.009363600434361232,0.03380585015137119,0.022047445711515522,0.0360423522995136
1,0.15107052559033035,0.003046275742963186,0.011443759920075534,0.03304735890560552,0.02703832852930647
2,0.13952411469389606,0.00465201268459417,0.009573280316544702,0.03331026881509886,0.04008385957885452
3,0.15825409110079314,0.0016814673423747705,0.00838870415100248,0.036635492855162315,0.0323098636468381
4,0.13759856689483227,0.009248087766701987,0.016447628903155077,0.0287668815594357,0.03850619180924364
5,0.12044876595162075,0.006707293771167047,0.008904097475281633,0.03420733158026657,0.045878321530136226
6,0.1431823142149369,0.0049534768062585504,0.011473766252311182,0.012290846594987673,0.046394811327627364
7,0.14433610642421016,0.01041997894814509,0.023835804886402936,0.03921063770030742,0.026660357330304876
8,0.126257388133776,0.004828284566298982,0.01962769596554738,0.030580977820396336,0.040270271891391256
9,0.1343000159715302,0.0017677393829217155,0.008630372348125102,0.03140984528872652,0.029997211066074645
10,0.11037979269167407,0.0038072245229808952,0.013239471227799586,0.030805540121946248,0.07074715934036895
11,0.12683466973006338,0.004167769645088504,0.014577469478050874,0.02766725199398934,0.028470436952678296
12,0.13768417947889808,0.00352404864063899,0.012148988740451526,0.008568747691662366,0.03812725802932759
13,0.134543525268038,0.002993780610929457,0.018924962927981553,0.016876425370190355,0.05501563696651085
14,0.11975667574491432,0.0015193285204683608,0.005996554721302044,0.03861522067624418,0.03652766250464387
15,0.14417214924307908,0.011542952887895006,0.020662367024568917,0.0276526924701304,0.04294773314258136
16,0.13586780998593892,0.0013636695475724944,0.009099155931229088,0.02413931060921946,0.04761961502784591
17,0.10796192547310896,0.004082366872283339,0.020629140070433583,0.031119997773203054,0.05603722051623316
18,0.11388572843457546,0.0023836357686377587,0.011386819419688733,0.029270854566978706,0.06588722704792518
19,0.10933388102760852,0.004136669676518068,0.017905566117648652,0.027754851761953133,0.03930020918584583
20,0.12395254056371577,0.002800759639120031,0.006761782518879037,0.02907549736052965,0.042775312983642594
21,0.14227231518533598,0.0020966345376412644,0.017297082230571595,0.03531422337174364,0.0336842473964983
22,0.15814784068950555,0.008186916314621654,0.012307566238935879,0.015173673475348738,0.019375349752307452
23,0.12050922722734796,0.003434220360269624,0.0160282753467282,0.026263985444249835,0.03962989907281902
24,0.1252047586223433,0.001879854099780251,0.01346545256539963,0.014897510279227467,0.036475115780866395
25,0.1287304199358914,0.005765179565059959,0.011289377784123646,0.013584089483769142,0.07268786604198302
26,0.1361873902618148,0.006174756145507374,0.009637189087394886,0.01869957175222225,0.038772836510058035
27,0.1378220092970878,0.0010161432335735337,0.012475693333544766,0.017976350733079013,0.03346163116511889
28,0.13431363666920032,0.007510532215443782,0.011316598043473876,0.023063837797053576,0.03605905969137289
29,0.12633141079389204,0.006226988531684938,0.025745896453512444,0.03162990883188634,0.02444046863372652
30,0.1331278485886287,0.0027724404073803835,0.019200094096259605,0.032801120683591124,0.03267650668679449
31,0.12569904620977473,0.009580507366081289,0.026401290331705244,0.03195959817594484,0.04404504622834794
32,0.13391806791939115,0.0046563388793098605,0.01528073329730736,0.030371148942625333,0.046880331938154995
33,0.10761095169291368,0.001980076872860083,0.01172285601302671,0.03978231351453968,0.04346937106553622
34,0.1275016379290416,0.006293724544714986,0.005524568010393217,0.028023487174747685,0.04366443280305249
35,0.12357174354353144,0.005383219293435101,0.014608802107735151,0.04642283764466507,0.040054173067498276
36,0.13856406267732385,0.006363185485315629,0.012449562196525224,0.026950015939655705,0.02002742300173851
37,0.09795455119456163,0.006745022540117673,0.024685945520211732,0.025047646806342534,0.06121463023951305
38,0.12354017165660694,0.005008648645290281,0.024531398832229632,0.02345194989410466,0.04469850680941493
39,0.16313364231286365,0.005990941167611808,0.00902379857870984,0.015700830550081778,0.03545051179713073
40,0.1422647873220161,0.004114517871957184,0.012510440481657361,0.027942446634617892,0.03191829115464565
41,0.12175442968388478,0.0032661218034869886,0.006127091182861472,0.04206213161887719,0.05364032861083009
42,0.10668133967042466,0.005424443078428498,0.010527984151742536,0.03011772101094453,0.0589899014337468
43,0.14233646263407237,0.002183255521231331,0.00820647874540252,0.035669561633161116,0.047858911297225866
44,0.13691604249338107,0.0012271677538096399,0.011892748595776293,0.0292100611464279,0.04107064955976304
45,0.12015777283186953,0.00796776173858513,0.013476183670578543,0.00885491650450814,0.05121790966614542
46,0.14299407690123192,0.0014185676251751538,0.01793884668101479,0.0304728657689945,0.03315490102613696
47,0.09820390723729767,0.004350265307746467,0.007615399371894045,0.025324029143424347,0.04381535925090753
48,0.12696487815768565,0.006358887810515277,0.01592367903168242,0.026689461425681103,0.03775305136850174
49,0.13139167484372258,0.0038234387677882537,0.02068549687828635,0.029199017086780674,0.027875657891193246
50,0.13346703823216638,0.002625280794580418,0.02420739256161719,0.02706704480144915,0.04897132631065852
51,0.14608564364607446,0.000961312447907402,0.006778413604479278,0.01882465363305528,0.027714446395111746
52,0.13037989637693195,0.010108025612377471,0.00783717192219531,0.019453757649898755,0.041043468452699024
53,0.11767377350098777,0.0029169386762077964,0.011068912800860396,0.0325785164196322,0.055970144762026254
54,0.15488945182187305,0.0036877122156511117,0.009290383974985158,0.026516378049564093,0.02692456396835041
