,2way,3way,4way,5way,6way,7way,8way,9way,10way
0,0.4445859957052988,0.2888108033751951,0.21370689593623907,0.16888160174779732,0.13496529726797984,0.10665864831110518,0.10066264480804887,0.0768862305377914,0.06492007191086327
1,0.4725288236244703,0.2982363945211653,0.22393057949589198,0.1776343378196074,0.1362431714457147,0.11530882624336837,0.10082721757577544,0.08174495799475581,0.06983580722038041
2,-0.004766375562370045,0.2976724075405871,0.2267720540872793,0.17696412071542722,0.1335892082324428,0.10854152032612702,0.0962654319810481,0.07215496821246287,0.059792814700580656
3,0.0018637298227143562,-0.0033274911946721427,0.225529492045332,0.18094777482417057,0.13946194294477665,0.11699352270599457,0.09913325425608005,0.08200851389601438,0.0649386376352863
4,0.0012124122398802825,-0.008406089776097789,0.002190201915791007,0.17617821239775425,0.1360683594361104,0.1117001735533046,0.09695336733989819,0.0775866589855528,0.06350732458000805
5,0.003796825245243014,0.007694910419500528,0.0033332918552813995,-0.0039117243893236,0.14087373824559532,0.11463443111040657,0.09779480493027297,0.07439168696525154,0.06643622490613504
6,-0.004823918787364404,-0.004080330151936663,0.0007341895410354612,0.00699501505110363,-0.0008116445561744455,0.1110521591809791,0.09976499830096928,0.07688006333554269,0.0639809312049833
7,0.010265337774248711,0.00458869467996084,0.0025250742041957085,-0.006053323984267316,-0.007713262644258872,-0.0027715022901059322,0.09854377687089526,0.07521807577976196,0.06158661331875148
8,-0.002154447268640321,-0.001268964894566473,-0.003724414056593134,-0.0009965707106407366,-0.0013440141764862858,-0.0026108575229919165,-0.0020830419861786304,0.08171662732415441,0.06875441406501087
9,-0.0009068202934805287,-0.006081048804850154,-0.0014765316911197917,-0.0005003305684031427,-0.004418113656017611,-0.0015443231929907803,0.0010395067075041995,0.000746854933487257,0.06590502947070839
