,corr_shap,corr_ti,perform
0,-0.7087488659579035,-0.716234224337688,6.619790527818599
1,-0.7510342957683457,-0.7380386494923091,2147486.9492458375
2,-0.7406836442929474,-0.7423273951599173,42.876276080612186
3,-0.7790721813615022,-0.7833870570596688,123.0855040166336
4,-0.6982144378825627,-0.6979374449177167,4222.952729918513
5,-0.4721942747202477,-0.47197136483656693,0.8124389923478957
6,0.1629945147031515,0.20138703448687031,63534.757509442636
7,-0.8048513771976514,-0.8078845331771619,48.310447189696355
8,-0.7216952015019811,-0.703595250657532,2.0754148295423716
9,0.3943561132315339,0.4155409340217533,0.4179496446951115
10,-0.831329167087447,-0.8300797883939259,53.29966929540534
