,corr_shap,corr_ti,perform
0,-0.8022170540428012,-0.7806031224979156,6.619790527818599
1,-0.8161612257555353,-0.8031092595721886,2147486.9492458375
2,-0.8736892634473643,-0.8597747780385946,42.876276080612186
3,-0.8472266218574219,-0.851383464569651,123.0855040166336
4,-0.7930324543264907,-0.7872627344167714,4222.952729918513
5,-0.42412267575158924,-0.42602709649697046,0.8124389923478957
6,0.23876960952262713,0.28626791216721253,63534.757509442636
7,-0.9401103400725841,-0.9320117395147925,48.310447189696355
8,-0.6912911957102328,-0.6758475425970617,2.0754148295423716
9,0.33910343066144716,0.3568925339767268,0.4179496446951115
10,-0.8782025889360275,-0.8738287927560457,53.29966929540534
