,corr_shap,corr_ti,perform
86,-0.9625452282029453,-0.9636687063652875,0.6580027199084942
71,-0.9617268246695813,-0.9597619756182023,0.951269390362023
67,-0.9582097546654303,-0.9561587695179217,0.9523791993168832
82,-0.9448736725833082,-0.9385973999335915,0.5261360677405469
13,-0.9368615131711235,-0.9568423993845458,1.4170294488445274
20,-0.933038435869408,-0.9326365941630339,0.48202640371239525
21,-0.92895598196304,-0.9346657971461677,0.4565521967143474
66,-0.9224445480867738,-0.9213231189058899,1.3358051227146168
36,-0.9110288931144099,-0.9218701629645074,0.09155958416778286
72,-0.910526188778152,-0.910182190318351,0.3704059222379874
12,-0.9048893958587976,-0.8924795729432015,1.5042816390798077
76,-0.9028123596861224,-0.8967801112339409,0.4096057950981112
62,-0.889248140014218,-0.8979623419729114,0.3554288935675909
77,-0.8791771979497773,-0.8811943890704871,0.6871691756867381
64,-0.8670816009006463,-0.8732614937869636,0.44121719159704986
61,-0.8644483113368022,-0.8608455722644922,0.3095561952632693
35,-0.8570496868173603,-0.8530367745219356,0.19382852840166667
44,-0.8368572093930344,-0.8345667882125095,0.3871894115729258
84,-0.8322134408438489,-0.8324932975801246,0.8880132440792672
3,-0.8185740957771935,-0.8204209582996173,0.9152187816609696
22,-0.8172477642846464,-0.8225384375565882,0.5327455872126504
50,-0.7961807438228165,-0.8030252917140178,0.19233577281688252
34,-0.787582170392187,-0.7943674898731419,0.08044542278635741
87,-0.7818658585502292,-0.7907143907156583,1.4524154654595924
29,-0.7664265069553576,-0.7664265060429903,0.1157651844593681
33,-0.7436877864680987,-0.7183034131694882,0.10764142215725847
32,-0.7429422081688748,-0.7407148126554974,0.4623469415007594
60,-0.7422204920292255,-0.7351628036497673,0.5889149824336417
38,-0.7378115914644994,-0.714182202510525,0.4564252359420061
70,-0.7304148317909944,-0.7188755837064088,0.7236911556869745
17,-0.7301999136326641,-0.7625610908221999,0.6511436854160585
23,-0.7196855017111651,-0.7172966871628543,0.403070518700779
7,-0.7189130432424022,-0.7229841585964129,0.4781587186529601
39,-0.7078795240918825,-0.7078795308940776,0.1785270727829415
75,-0.7062392573655839,-0.7063342118515369,0.07223597535539654
24,-0.7003284250026669,-0.6765786759739842,0.9143236587500971
8,-0.6980484919402024,-0.6980484865721832,0.11833069819833406
52,-0.694281403696002,-0.6904475446847143,0.47192685295364756
14,-0.6935801729364556,-0.7107734073115536,0.6460000934484933
57,-0.6764783022878514,-0.6845866824460027,0.46031151083498845
68,-0.676005707920805,-0.68426658242887,0.4897574574960446
19,-0.6603123743278781,-0.651940496092995,0.6145106445165047
74,-0.6385837248479611,-0.6182919465976486,0.5648193639528443
73,-0.6372775893276216,-0.6343696464605452,0.33316130614819356
4,-0.6348355600657788,-0.6495355734310629,0.7515711057659337
40,-0.6347454077875023,-0.6347454023426637,0.5581816812947393
15,-0.6188670102834993,-0.6460435384163246,0.49611822902797886
11,-0.6138313505135738,-0.613831374740353,0.6369417107117177
56,-0.6107776568936084,-0.6077375304386484,0.15529303681806197
30,-0.6106607878530781,-0.6024563847349359,0.26401314407451815
63,-0.6006145302588656,-0.6006145302588656,0.6237623581005769
69,-0.5974982697969164,-0.5974982706867187,0.7385992481440387
42,-0.5878122676162713,-0.609245789380745,0.4461579540057315
10,-0.5784598555592199,-0.5784598555592199,0.19780673959099998
43,-0.5781725936512517,-0.5781725962265515,0.6454581560730934
85,-0.5760862309271103,-0.576076390718503,0.1341787328678044
27,-0.5737996666809185,-0.5539055510933737,0.6750468247295708
31,-0.5666614217853242,-0.5666614297088484,0.2515304889443219
9,-0.5631655159378299,-0.5633362640795703,0.312725032337569
16,-0.5502739140588606,-0.5495492547790599,0.5679420390137636
25,-0.5423293727814296,-0.5352103233863768,0.40765177839621897
80,-0.5263480587726432,-0.5260226512563311,0.30351191780423864
53,-0.5147966732706656,-0.51391894171476,0.8853443417455887
2,-0.5014134100962319,-0.49485002154175134,0.6047114752119186
45,-0.49493590685929917,-0.4943134438757828,0.591947712669957
55,-0.453868831430878,-0.4524944256083871,0.4181439083651109
41,-0.4258745970815519,-0.42587466675966595,0.7166285922775872
18,-0.4230666270847911,-0.42366211253420966,1.0668846337548683
78,-0.41514441807338665,-0.41514441807338665,0.5166470659169954
48,-0.4047205718781,-0.4047206548213465,1.2155967085675023
28,-0.3984585034023274,-0.39787291938798025,1.4750806397660763
83,-0.3483969752768033,-0.3484411859759981,0.22917415767463353
47,-0.3252558131011192,-0.3186140232741968,1.494503794062417
37,-0.27642578627487974,-0.28230822903755215,1.0351328464627265
5,-0.27246868176450967,-0.28577488691186276,0.6270625286310191
54,-0.20926327141433193,-0.20919808593062858,0.8520540488235088
65,-0.11689522295256424,-0.1021888499394438,2.0274321739629486
59,-0.03244943867533175,-0.02995837433327598,1.586912825314319
51,0.0055457043010187735,0.004531642146369645,0.46819025676155634
81,0.11224581660934295,0.10628469638973484,1.5175984177043946
49,0.14550359196925336,0.17028076186475333,0.5783147750726096
6,0.17489156940162817,0.17489156737917033,0.5661760975495881
26,0.24375377453046762,0.24375377845902868,0.6809896417199687
0,0.6085589856315924,0.6068164220379448,1.6188291551260046
1,0.6637143374645469,0.6681310318002449,0.6102551041950153
79,0.7120192907532338,0.7049399122182347,0.6546103021550382
58,0.7534991140388829,0.7534991161545279,0.7970666691685717
46,0.8623662324120566,0.8092800900707927,1.9831189137406648
