,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.0677112514000663,0.0036948893499761217,0.006636363636363639,-0.06484761463864644,-0.24408530904926434,0.008096451846871359,0.03062247798096697,1.6373162709609455,0.01144689215522916,0.0372146020712045,0.2216359837320838,0.6500000000000002,-0.1080985939254339,0.4670922393390585,-0.4211996651618538,1.0166011411912752,0.5077775439748613,0.0349331912870468,0.08306676296406452,-0.3936813083335659,1.5129889759717974,0.2962556370053125,0.013537328223388797,0.0,0.08119047619047622,0.09169378399378415,-3.172532797243256,0.004033723284872989,9.147946171222879,7.379490765101298,3.489278373099411,39.64543366358845,17.853008701986084
1,4.44763283389684,0.0027188291584576514,0.01042105263157893,-0.0006091661234276383,-0.5254096567979125,0.0,0.02272656532839986,0.06577210066100464,0.010778927494780788,0.021599928833052714,0.0033643670304287277,0.005714285714285731,-0.06081030351982639,-0.003824188129899219,-0.4091560852956238,-0.0347357120443169,0.7616670475056018,0.047332329777065876,0.024737795011668916,-0.5024037004755872,0.43018926280027076,0.06502827225172765,0.011368247696021606,0.0,0.004655172413793096,0.3760154523178252,-1.9301621677299832,0.016141290514391452,1.6246453173289674,1.4378542308018614,5.477534846916831,-1.7527559310428025,3.876227128280264
2,4.44763283389684,0.0027188291584576514,0.01042105263157893,-0.0006091661234276383,-0.5254096567979125,0.0,0.02272656532839986,0.06577210066100464,0.010778927494780788,0.021599928833052714,0.0033643670304287277,0.005714285714285731,-0.06081030351982639,-0.003824188129899219,-0.4091560852956238,-0.0347357120443169,0.7616670475056018,0.047332329777065876,0.024737795011668916,-0.5024037004755872,0.43018926280027076,0.06502827225172765,0.011368247696021606,0.0,0.004655172413793096,0.3760154523178252,-1.9301621677299832,0.016141290514391452,1.6246453173289674,1.4378542308018614,5.477534846916831,-1.7527559310428025,3.876227128280264
3,4.44763283389684,0.0027188291584576514,0.01042105263157893,-0.0006091661234276383,-0.5254096567979125,0.0,0.02272656532839986,0.06577210066100464,0.010778927494780788,0.021599928833052714,0.0033643670304287277,0.005714285714285731,-0.06081030351982639,-0.003824188129899219,-0.4091560852956238,-0.0347357120443169,0.7616670475056018,0.047332329777065876,0.024737795011668916,-0.5024037004755872,0.43018926280027076,0.06502827225172765,0.011368247696021606,0.0,0.004655172413793096,0.3760154523178252,-1.9301621677299832,0.016141290514391452,1.6246453173289674,1.4378542308018614,5.477534846916831,-1.7527559310428025,3.876227128280264
4,4.122283117839413,0.0027188291584576514,0.018333140543666852,-0.03189631647307797,-0.7193062755716217,0.0,0.02272656532839986,0.039620932781421724,0.014230864901636222,0.05055235905547562,0.0033643670304287277,0.004522896114967737,-0.11929198619990936,-0.03614502428678807,-0.592857264872264,-0.06839116719826605,0.6445872638347694,0.09269071461948754,0.03500162510946486,-0.5507489037714464,0.46592067149670735,0.08406471568435953,0.014490964954049347,0.0,0.004655172413793096,0.18330132861289525,-1.63867814195184,0.028203851609210615,1.7235136132317486,1.2192281832156544,-6.825986902969022,-1.4918923437582319,5.085441522722201
5,4.6666832279472334,0.0027188291584576514,0.01042105263157893,-0.0006091661234276383,-0.5254096567979125,0.0,0.02272656532839986,0.07974035462925852,0.010778927494780788,0.021599928833052714,0.0033643670304287277,0.005714285714285731,-0.06081030351982639,-0.003824188129899219,-0.4091560852956238,-0.0347357120443169,0.7692860951246492,0.047332329777065876,0.024737795011668916,-0.5024037004755872,0.475065209076217,0.06502827225172765,0.011368247696021606,0.0,0.0,0.5510428693452422,-1.9387186894691133,0.016141290514391452,1.7864726290967825,1.5119970879447182,4.084266676490766,-1.8436651520899547,4.037104986054672
6,3.6460047946265663,0.0027188291584576514,0.01042105263157893,0.0009392452119094051,-0.4869254575993409,0.0,0.02272656532839986,0.2475231600591228,0.010778927494780788,0.021599928833052714,0.0033643670304287277,0.005714285714285731,-0.05603510186194188,-0.003824188129899219,-0.369082456502759,-0.0347357120443169,0.8960811625032403,0.047332329777065876,0.01630632544214887,-0.49392120814511,0.4225450946876816,0.08099311725012967,0.011368247696021606,0.0,0.0,0.4203898732185621,-2.3084379877147283,0.016141290514391452,2.5834563232936074,1.435284905314012,2.1227291793502494,-3.034222807337931,8.527024287406082
7,3.6460047946265663,0.0027188291584576514,0.01042105263157893,0.0009392452119094051,-0.4869254575993409,0.0,0.02272656532839986,0.2475231600591228,0.010778927494780788,0.021599928833052714,0.0033643670304287277,0.005714285714285731,-0.05603510186194188,-0.003824188129899219,-0.369082456502759,-0.0347357120443169,0.8960811625032403,0.047332329777065876,0.01630632544214887,-0.49392120814511,0.4225450946876816,0.08099311725012967,0.011368247696021606,0.0,0.0,0.4203898732185621,-2.3084379877147283,0.016141290514391452,2.5834563232936074,1.435284905314012,2.1227291793502494,-3.034222807337931,8.527024287406082
8,1.5359295774041988,0.0027188291584576514,0.01042105263157893,-0.0009566024991556971,-0.44563444105368677,0.0,0.02272656532839986,0.2300155273409638,0.010778927494780788,0.015321112440827884,0.0033643670304287277,0.0,-0.030320624538768964,-0.003824188129899219,-0.23671472591084147,-0.0347357120443169,0.6814897758288234,0.047332329777065876,0.010309257993468528,-0.3438771191193802,0.3387412220252562,0.07253483146089762,0.011368247696021606,0.0,0.0,0.30929857562726426,-6.467748478533383,0.016141290514391452,1.5821997574953826,-0.2498352400140909,20.966190976266486,-4.444149998760204,5.195173280294772
9,-1.9443712583036057,0.0027188291584576514,0.0,-0.0009566024991556971,-0.20363106824620936,0.0,0.010702958276415297,1.3368544988868367,0.004568196155248234,0.015321112440827884,0.0033643670304287277,0.0,0.06287381990567553,0.0,-0.11744154442486694,-0.025385712044316926,0.4495289287685574,0.047332329777065876,0.0,-0.18899333684619551,0.3376180048877124,0.4397078742581251,0.004382446758607764,0.0,0.0,0.5372942239734811,-9.376574707010969,0.004033723284872989,-0.7369623977723408,0.9173267671040007,23.984971410100005,20.179392770018858,9.220582739568224
