,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.15380624798052966,0.0,0.0,0.0,-0.1887118329013213,0.0,0.0,0.5533538748832867,0.0,0.011952293738008012,0.0,0.011999999999999992,0.09540413790520723,0.06835843254222092,-0.36264046985093534,-0.00851063829787235,0.16928358704108648,0.004632352941176468,0.0,-0.41026658082242246,1.421520656651495,1.1710734060641,0.07666666666666667,0.0,0.0,0.29730158730158723,0.0,0.001733537723273795,15.1246846820096,13.28107938653219,1.2067149918881601,31.638820406948756,14.60600164626094
1,4.082808811836625,0.0,0.0,0.0,-0.5855258011906445,0.0,0.006486229819563151,0.029334526039163252,0.0,0.0,0.005486201298701298,0.001481481481481488,-0.04487319918090068,0.0,-0.6646336906616775,-0.02105054302422723,0.4853278419032667,0.0,0.0,-0.44531687341050086,0.2099329121443778,-0.024171604778683353,0.0,0.00466528640441684,0.0,0.33543316933772716,0.0,0.0,0.3610957747396895,0.04654612463412828,5.551712680999446,-2.345351932415729,6.614870977229519
2,4.082808811836625,0.0,0.0,0.0,-0.5855258011906445,0.0,0.006486229819563151,0.029334526039163252,0.0,0.0,0.005486201298701298,0.001481481481481488,-0.04487319918090068,0.0,-0.6646336906616775,-0.02105054302422723,0.4853278419032667,0.0,0.0,-0.44531687341050086,0.2099329121443778,-0.024171604778683353,0.0,0.00466528640441684,0.0,0.33543316933772716,0.0,0.0,0.3610957747396895,0.04654612463412828,5.551712680999446,-2.345351932415729,6.614870977229519
3,4.082808811836625,0.0,0.0,0.0,-0.5855258011906445,0.0,0.006486229819563151,0.029334526039163252,0.0,0.0,0.005486201298701298,0.001481481481481488,-0.04487319918090068,0.0,-0.6646336906616775,-0.02105054302422723,0.4853278419032667,0.0,0.0,-0.44531687341050086,0.2099329121443778,-0.024171604778683353,0.0,0.00466528640441684,0.0,0.33543316933772716,0.0,0.0,0.3610957747396895,0.04654612463412828,5.551712680999446,-2.345351932415729,6.614870977229519
4,2.8091763704751904,0.0,0.020577055383556905,-0.006598243379614343,-0.8652315032045416,0.0,0.013110252562988858,-0.2513655885600905,0.0,0.0075078492935635585,0.005486201298701298,0.010042087542087559,-0.12882008823617136,-0.07617826568603461,-0.6175079869447684,-0.07293484047957725,0.46018402270833825,0.026299019607843133,-0.0018888888888889002,-0.5199247380173482,0.19564045844561118,-0.13132348563416946,0.0,0.00466528640441684,0.0,0.11910120017371541,0.0,0.0,0.15959281469813463,0.46443542148462924,-7.240070210740764,-2.1006606691340464,8.400944842032976
5,4.309553909875841,0.0,0.0,0.0,-0.5855258011906445,0.0,0.006486229819563151,0.01571259241722966,0.0,0.0,0.005486201298701298,0.001481481481481488,-0.04487319918090068,0.0,-0.6646336906616775,-0.02105054302422723,0.5659945085699333,0.0,0.0,-0.44531687341050086,0.31606278227424806,-0.015989786596865185,0.0,0.00466528640441684,0.0,0.36870589661045433,0.0,0.0,0.04469323610185673,0.10604551413351772,4.8515595530816125,-2.820806477870274,6.486007553071976
6,2.992933038399685,0.0,0.0,0.0,-0.49271839672062523,0.0,0.006486229819563151,0.17338176534956054,0.0,0.0,0.005486201298701298,0.0,-0.017112515420216905,0.0,-0.5059124801640706,-0.02105054302422723,0.7187815963995262,0.0,0.0,-0.43202785808484007,0.3125757607989914,0.028852371245292625,0.0,0.00466528640441684,0.0,0.2940478879524457,0.0,0.0,0.0888586081104691,-0.43399293027230856,2.39323023181812,-3.7777302157794703,12.265504335074732
7,2.992933038399685,0.0,0.0,0.0,-0.49271839672062523,0.0,0.006486229819563151,0.17338176534956054,0.0,0.0,0.005486201298701298,0.0,-0.017112515420216905,0.0,-0.5059124801640706,-0.02105054302422723,0.7187815963995262,0.0,0.0,-0.43202785808484007,0.3125757607989914,0.028852371245292625,0.0,0.00466528640441684,0.0,0.2940478879524457,0.0,0.0,0.0888586081104691,-0.43399293027230856,2.39323023181812,-3.7777302157794703,12.265504335074732
8,0.12659939244455715,0.0,0.0,0.0,-0.38179776961877043,0.0,0.006486229819563151,0.14634903930367654,0.0,0.0,0.005486201298701298,0.0,-0.008121832190403227,0.0,-0.5059124801640706,-0.02105054302422723,0.4437380177559473,0.0,0.0,-0.3521942504682472,0.18163759398496238,0.05011186714335137,0.0,0.0,0.0,0.23251348766804536,0.0,0.0,-5.732005356679398,-4.102999350483636,42.102353011287384,-7.309041131539006,6.082106246667289
9,-3.5427916002126523,0.0,0.0,0.0,-0.06834416090731887,0.0,0.0,0.5020205415499532,0.0,0.0,0.0,0.0,-0.002185239118877558,0.0,-0.10517282832321481,0.0,0.06567468319216797,0.0,0.0,-0.10303009603292682,0.3770432378079438,0.6022724987430865,0.0,0.0,0.0,0.20068595323434035,0.0,0.0,-7.812633543756593,-6.318552527443446,56.51267744985022,22.408084906804277,3.5285090978187945
10,-0.04412881158744688,0.34771005102260727,-0.0018289473684210574,-0.03772392699773301,-0.26454605788337593,-0.07251163702161156,0.0,-0.0012373737373737367,0.026086814720389873,0.11256817674360536,-0.09715875031166982,0.0,-0.23451171803066567,-0.3172267783669583,-0.7234892395381903,-0.18375352900650233,0.4217110781447039,-0.006050420168067233,0.0,-0.2897317937882846,-0.0036111111111111114,-0.01749323415146419,0.014612784678416008,-0.09281081778215358,-0.08478590052073562,-0.001041666666666666,-0.0011338661338661368,0.0363117817759049,-5.184783146325329,-0.6141144252604895,-1.6760084685251742,-2.2001111753166818,-4.104949518279913
11,-0.04412881158744688,0.5459065460480497,-0.0018289473684210574,-0.03259572186952789,-0.2554182937556118,-0.0876984954530352,0.0,-0.0012373737373737367,0.014836814720389875,0.1135690155183572,-0.07902326453841316,0.0,-0.23451171803066567,-0.31123241955558045,-0.6792220086847526,-0.1758849561379295,0.3862904323988519,0.0,0.0,-0.2897317937882846,0.0,-0.009189140584212727,0.008640684556315897,-0.04510546465574782,-0.05101642704579227,-0.005223484848484845,-0.0011338661338661368,0.05026898927428889,-4.683284800986425,-0.3761735767962408,-1.1048418331999363,-1.9178013072702238,-4.068970403282534
12,-0.09381014643667322,0.0,-0.6493726612354673,-0.0462132110391213,-0.37385057593808757,0.0,0.01981915694157832,0.0015774186467503839,-0.010336713584349068,0.14792461662162998,0.005486201298701298,0.0,-1.4392867586291944,-0.35394771502233946,-1.4759236485668275,-0.3922333232898909,0.22672064886023582,-0.03462663563111135,-0.057554255953597776,-0.32650829273282833,0.2564503722496972,-0.012993788575892593,0.13814003548448223,-0.0013926926038727219,-0.19744275130813266,-0.049019436330096144,-0.02577154900222043,0.02902320190505826,0.22953637885402725,0.2446977849861014,-1.6623130397482535,2.1362953145267873,-5.568815561541353
13,-0.11000062262714942,0.0,-0.7786460406338469,-0.03721685489218718,-0.42224456098391466,0.0,0.013702007183124212,-0.053957714165876046,-0.004796797617962512,0.11119059823547996,0.005486201298701298,0.0,-1.1156831699231993,-0.26764977437032567,-1.3531067903621659,-0.35568254644966735,0.17418858109582902,-0.06283343508343506,-0.10931712424472693,-0.32650829273282833,0.2212282162154238,0.05180636020316115,0.041711464055910766,0.00466528640441684,-0.1358363957016228,-0.06529350384538861,-0.018272011451351027,0.02426879084967322,-0.011549025499108492,0.4252794332482372,-0.9015695790273744,1.8967078841752079,-6.3658122101472925
14,-0.04412881158744688,-0.03381063592456712,-0.00044394841269840946,1.5213559959304077,-0.2554182937556118,-0.074935791298707,0.0,-0.0012373737373737367,0.004415865571499548,0.11463446262759193,-0.07067951546672674,0.0,-0.23451171803066567,-0.2965219608269729,-0.6535799614332932,-0.1645235397765131,0.38020210594188136,0.0,0.0,-0.2897317937882846,0.0,-0.016369051144928242,0.0076900861351292486,-0.046205390931408796,-0.05859218462154986,0.0027717133364973897,0.0,0.024857542877548367,-3.9029443930902366,-0.43733932261286745,-1.7028706843285693,-2.1460749728182043,-4.1217500556281905
15,-0.07673246554994086,0.0,0.0,6.498608535266962,-0.5261686244301416,-0.0035978835978835964,0.09106251400995372,-0.007619512195121952,-0.011684304343747058,0.05458245405990158,0.011736201298701298,-0.016102536570183665,-0.22647999042338093,-0.3320554310466708,-1.4146440390696995,-0.42934360959996987,0.2405135504071446,0.0,0.00879822249309853,-0.3243696362876185,0.04163155740868633,0.005979397985437684,0.006082251082251086,0.13320384433771165,-0.02539425021885327,0.09680995229382328,-0.011071428571428564,0.003648922338658416,0.39174019290976936,0.8250280620018279,1.1372014527173837,-1.5875914715450479,1.3904864460441195
16,-0.07085739358678601,0.0,0.0,-0.11590283466873555,9.527548183563217,0.0,0.05195006445089527,0.0015645043435901585,-0.0016646903820816713,0.10375476940354174,0.005486201298701298,-0.009095238095238121,-0.1941781961337372,-0.22014628190976201,-1.4096733104130312,-0.457715108317152,0.23330497060457994,0.007525083612040129,0.025512154580268436,-0.3158783707868862,0.04398562001274896,0.0,0.0015581098339719013,0.09320814354727397,0.03023921773803176,0.02898526074653842,-0.0017462442362040777,0.0,0.5855846506307253,-2.103497630755098,-3.0475137397463032,-1.974842790173061,-1.9132367319563066
17,-0.0971686993917805,0.0,0.0,-0.012483191676537745,11.535115861241387,0.0,0.006486229819563151,0.0,0.0,0.0038331854480922727,0.005486201298701298,0.22279678469678466,-0.07189749621854644,0.006901934143066026,-0.6992325278468656,-0.06068121247196794,0.24169025498559593,0.004632352941176468,0.04170833333333334,-0.9656466391972496,0.16907882709531516,0.00614142438211843,0.0,0.03566528640441685,0.001630434782608691,0.06523799317297768,0.0,0.0,0.6332948056412312,-1.3345695059378975,-0.23220538546190064,-1.2163939890595787,10.46483711108169
18,-0.0971686993917805,0.0,0.0,-0.05697207350550897,10.429301380790724,0.0,0.04788011214564887,0.0,0.0,0.010016390712179886,0.005486201298701298,0.00229678469678468,-0.191598340319098,-0.25163419621528194,-0.8653927379595475,-0.24094428979371743,0.20161806783715583,0.004632352941176468,0.03292261904761907,-0.3158783707868862,0.144793112809601,0.00614142438211843,0.0,0.04470814354727398,0.06523143196672608,0.09194516835074112,0.0,0.0019153846153846204,1.3973996370275361,-2.7134353718741533,-4.047327939149396,-1.2459632260507938,0.46428540608253255
