,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH
0,-0.07124296077839616,0.0038265771270896364,0.009879952721153933,-0.003658705946076151,0.014486223428117296,0.046633559855720694,0.012288759566131536,0.006438819527291126,0.009370022643397345,0.05714553980316053,0.03795088761724798,-0.0036953898358076578,0.10007457207626458,0.00975454651941912,0.1070689402425282,0.09385129449265667,0.15912323422051783,0.03710105841105557,-0.0041492612993149595,-0.014649139828534405,0.049195650965697314,0.08420697287831957,0.01894050830599731,0.005667435576322598,0.021473287076476805,-0.04412776263636703,-0.36642663503905315,0.0009529142030468083,0.015998746738458223,0.5706259782845077,0.6144662859302402,-0.18903014407778188,7.945458231230459
1,0.6400075986095439,0.0041096682170241525,0.026337255218963743,-0.002564728447645007,-0.017988163221200504,0.013061588048495852,0.010111295134985147,-0.09513439371464935,0.0054423165411140026,0.025973441823440392,0.01958227017757772,-0.0077114358131920545,0.016329149212591286,-0.011495240513873827,0.15829141201042377,0.005552925055326038,0.07283565557638176,0.0749881207512266,-0.01189589808695238,-0.006409746320479405,0.021213704331172187,0.05304143225404553,0.004939873024414699,0.0046787387890727394,0.009712705042647643,-0.13569153053529115,-0.3025247280192265,0.0005223546923050391,0.009915724104997912,1.174165091415668,0.9961398351107575,1.467815722733212,-0.813352013202846
2,0.6400075986095439,0.0041096682170241525,0.026337255218963743,-0.002564728447645007,-0.017988163221200504,0.013061588048495852,0.010111295134985147,-0.09513439371464935,0.0054423165411140026,0.025973441823440392,0.01958227017757772,-0.0077114358131920545,0.016329149212591286,-0.011495240513873827,0.15829141201042377,0.005552925055326038,0.07283565557638176,0.0749881207512266,-0.01189589808695238,-0.006409746320479405,0.021213704331172187,0.05304143225404553,0.004939873024414699,0.0046787387890727394,0.009712705042647643,-0.13569153053529115,-0.3025247280192265,0.0005223546923050391,0.009915724104997912,1.174165091415668,0.9961398351107575,1.467815722733212,-0.813352013202846
3,0.6400075986095439,0.0041096682170241525,0.026337255218963743,-0.002564728447645007,-0.017988163221200504,0.013061588048495852,0.010111295134985147,-0.09513439371464935,0.0054423165411140026,0.025973441823440392,0.01958227017757772,-0.0077114358131920545,0.016329149212591286,-0.011495240513873827,0.15829141201042377,0.005552925055326038,0.07283565557638176,0.0749881207512266,-0.01189589808695238,-0.006409746320479405,0.021213704331172187,0.05304143225404553,0.004939873024414699,0.0046787387890727394,0.009712705042647643,-0.13569153053529115,-0.3025247280192265,0.0005223546923050391,0.009915724104997912,1.174165091415668,0.9961398351107575,1.467815722733212,-0.813352013202846
4,0.9697185284534408,0.004464437557384123,0.04175816353150971,-0.003911528406512042,-0.020511581430799498,0.015622180436970654,0.013836577616033964,-0.09950005115875328,0.004324019990977451,0.028508886733209164,0.01738259874616805,-0.009196653032200743,0.02022719247286948,-0.012211317486968321,0.06152076365831591,0.005574754335985821,0.07405372918736788,0.09989083408426369,-0.017038557467801554,-0.00738911814520462,0.002874882276720052,0.028428175237694597,0.005042233170349546,0.0068523226093495475,0.009045320238440173,-0.09521747217126542,-0.23839137089877616,0.0005935943007868696,0.011667458830462404,1.7508557838703143,1.327752703664956,-0.6190100277852224,-0.1376174630200433
5,0.7163012140248278,0.00352365671430871,0.02851333723483587,-0.0025395010326168415,-0.01795401969994579,0.01457451330475058,0.014459800304616216,-0.06443058738337044,0.006290241978425705,0.026166456098161265,0.01883695421202136,-0.0075712686434567834,0.023223516038228236,-0.011105702176417898,0.15766966898198245,0.005885713182715844,0.030946860788861934,0.07559386757801653,-0.009082105320187777,-0.006209479231772601,0.077347449428609,0.09514552049226183,0.005851931305630716,0.004575990078193391,0.008698218374918965,-0.21611851754638467,-0.44688639901106075,0.0004805199696790323,0.0096078550289586,1.4698709497995297,0.8011536414174403,1.8273224944116633,0.10319054262995543
6,1.288073572265364,0.004678824188472416,0.034590471174231543,-0.0025590902245918317,-0.01694357660958775,0.017358996721173123,0.01707945036470214,-0.01956899027912322,0.009149433449561312,0.03184490512109897,0.024842735332573966,-0.007249865485924233,0.02550977557611964,-0.009721689688940856,0.19082712712515587,0.008748807100157118,0.1409718465538197,0.07632924730076183,-0.004607626779952312,-0.006143025049079733,0.13661733901188242,0.14407200999440395,0.0063004070612636635,0.006176392751357609,0.011771333625388524,-0.07798101273351947,-0.3273647776023565,0.0004782037125060712,0.010678072862003792,3.1100461388762737,2.9681564426519746,2.6487777275647097,0.48906039406816715
7,1.288073572265364,0.004678824188472416,0.034590471174231543,-0.0025590902245918317,-0.01694357660958775,0.017358996721173123,0.01707945036470214,-0.01956899027912322,0.009149433449561312,0.03184490512109897,0.024842735332573966,-0.007249865485924233,0.02550977557611964,-0.009721689688940856,0.19082712712515587,0.008748807100157118,0.1409718465538197,0.07632924730076183,-0.004607626779952312,-0.006143025049079733,0.13661733901188242,0.14407200999440395,0.0063004070612636635,0.006176392751357609,0.011771333625388524,-0.07798101273351947,-0.3273647776023565,0.0004782037125060712,0.010678072862003792,3.1100461388762737,2.9681564426519746,2.6487777275647097,0.48906039406816715
8,1.6011552108798854,0.004678824188472416,0.0345663840624205,-0.0025590902245918317,-0.01694357660958775,0.020448829706453044,0.01707945036470214,-0.005097072481212269,0.00971628137570922,0.03400604287947794,0.027383498189439633,-0.007249865485924233,0.025509192231610443,-0.0096365718816051,0.19441418506348065,0.011834056560225873,0.1607384986682212,0.07883658462595311,-0.0034806412652471086,-0.006143025049079733,0.14472255277511956,0.14628561191400186,0.006315024066110783,0.007739011385564992,0.01445929950249136,-0.05134712030744145,-0.1869413844873598,0.0004782037125060712,0.011354801071991105,3.229681681901006,2.7073751165995183,3.661804021066143,0.4688159850015865
9,2.2892940674757627,0.006439708254625039,0.017237161262821335,-0.00251693381042784,0.02147507875325341,0.02464957280093675,0.008715503100446761,0.008623786196672733,0.012405627669234191,0.04404472439046985,0.03455252538625588,-0.00678793218803935,0.04752449760726371,-0.007086380757202779,0.2484310444698278,0.012036472663273495,0.24865103590437396,0.07097499492054987,-0.007234248520173959,-0.005949864205340345,0.21528764788247678,0.17112091528052809,0.00493452847273728,0.007913492729386191,0.014128476545441249,-0.03211485137293658,-0.08505462597793087,0.00048416229822239443,0.012916334226153849,3.7267595489404406,4.672928224376768,4.986415826223999,5.848799879000161
