,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,-0.09488060197019053,0.0027188291584576514,0.034831066535420306,0.08389421688404905,-0.6167030807074104,0.014830048263751583,0.04099744242639035,1.05662746079412,0.011375980964144484,0.07760869597899739,0.025251373271645308,0.05003663003662998,-0.013664282671825529,0.5949631126817473,-0.43050305780655906,0.8298615049906652,0.4169615178828086,0.05257279870016803,-0.4287347521119095,0.6487375219905266,2.223108208521668,0.08227947934017125,0.0069618462209693295,0.012505447461739472,0.20859491641171185,-3.2599992227730406,0.0036398999722145214,0.007280866301740421,11.120557310707348,11.855132356103312,3.204818241004416,33.95366033425945,15.938936264382429
1,4.097907704644752,0.0027188291584576514,0.018057023690631054,0.0,-0.442677702349079,0.014830048263751583,0.03243384783189053,0.08992352103993369,0.014084151743947138,0.05166249652113323,0.013233488618295961,0.0018713450292397863,-0.07437968840777406,-0.0047790327471194695,-0.42019195182926194,-0.00647931303669008,0.5826193281961047,0.023710716981275123,-0.3018387060810166,0.4408099722107754,-0.008029227822804004,0.0,0.0069618462209693295,0.003700000000000012,0.5235427266453035,-1.2669400273115952,0.0,0.0016172053346149432,0.8485854506852529,1.1617130515029812,5.323939701448163,-1.9595804097069403,4.835231976730555
2,4.097907704644752,0.0027188291584576514,0.018057023690631054,0.0,-0.442677702349079,0.014830048263751583,0.03243384783189053,0.08992352103993369,0.014084151743947138,0.05166249652113323,0.013233488618295961,0.0018713450292397863,-0.07437968840777406,-0.0047790327471194695,-0.42019195182926194,-0.00647931303669008,0.5826193281961047,0.023710716981275123,-0.3018387060810166,0.4408099722107754,-0.008029227822804004,0.0,0.0069618462209693295,0.003700000000000012,0.5235427266453035,-1.2669400273115952,0.0,0.0016172053346149432,0.8485854506852529,1.1617130515029812,5.323939701448163,-1.9595804097069403,4.835231976730555
3,4.097907704644752,0.0027188291584576514,0.018057023690631054,0.0,-0.442677702349079,0.014830048263751583,0.03243384783189053,0.08992352103993369,0.014084151743947138,0.05166249652113323,0.013233488618295961,0.0018713450292397863,-0.07437968840777406,-0.0047790327471194695,-0.42019195182926194,-0.00647931303669008,0.5826193281961047,0.023710716981275123,-0.3018387060810166,0.4408099722107754,-0.008029227822804004,0.0,0.0069618462209693295,0.003700000000000012,0.5235427266453035,-1.2669400273115952,0.0,0.0016172053346149432,0.8485854506852529,1.1617130515029812,5.323939701448163,-1.9595804097069403,4.835231976730555
4,3.3462661237642872,0.0027188291584576514,0.019877043913077975,-0.009796581199769767,-0.558426819954451,0.014830048263751583,0.05489330443443775,-0.18901799229649066,0.01707870302198346,0.0618212266798634,0.013233488618295961,0.0018713450292397863,-0.15913829192616155,-0.08250616050052206,-0.6565766594705126,-0.09300436131655027,0.6256335343752868,0.06621661905848725,-0.3463798286252459,0.5061660025452528,-0.13838015732697975,0.011494737046976823,0.0069618462209693295,0.0035601398601398577,0.2876507138780702,-1.1767197253991462,0.0,0.028863487384361494,0.6880874423409505,1.5048771812844035,-7.286018640867779,-1.692501328713599,5.9106231039246575
5,4.633085193822238,0.0027188291584576514,0.018057023690631054,0.0,-0.442677702349079,0.014830048263751583,0.03243384783189053,0.08992352103993369,0.014084151743947138,0.05166249652113323,0.013233488618295961,0.0018713450292397863,-0.07437968840777406,-0.0047790327471194695,-0.3772289888662988,-0.00647931303669008,0.6650592742149979,0.023710716981275123,-0.3018387060810166,0.44319705101890716,0.021985202191626006,0.0,0.0069618462209693295,0.003700000000000012,0.656247747872064,-1.2521964375680057,0.0,0.0016172053346149432,0.7867769454649828,1.202713051502981,4.396193669702127,-2.5301547166636014,4.953930302701261
6,3.582254223469234,0.0027188291584576514,0.018057023690631054,0.0,-0.42266392749047654,0.014830048263751583,0.03243384783189053,0.2705686823302563,0.014084151743947138,0.05166249652113323,0.013233488618295961,0.0,-0.07162028195686121,-0.0047790327471194695,-0.3590348243591484,-0.00647931303669008,0.7961608924700145,0.023710716981275123,-0.3018387060810166,0.5426039977512807,0.547787161329391,0.0,0.0069618462209693295,0.003700000000000012,0.5809932322727205,-2.2031834505550187,0.0,0.0016172053346149432,1.4609792782578779,0.7457073467016639,3.3233748454578396,-3.3252953120159616,9.225713907042786
7,3.582254223469234,0.0027188291584576514,0.018057023690631054,0.0,-0.42266392749047654,0.014830048263751583,0.03243384783189053,0.2705686823302563,0.014084151743947138,0.05166249652113323,0.013233488618295961,0.0,-0.07162028195686121,-0.0047790327471194695,-0.3590348243591484,-0.00647931303669008,0.7961608924700145,0.023710716981275123,-0.3018387060810166,0.5426039977512807,0.547787161329391,0.0,0.0069618462209693295,0.003700000000000012,0.5809932322727205,-2.2031834505550187,0.0,0.0016172053346149432,1.4609792782578779,0.7457073467016639,3.3233748454578396,-3.3252953120159616,9.225713907042786
8,1.2152092924800326,0.0027188291584576514,0.011852459397831475,0.0,-0.35250278920903166,0.01036196315736859,0.03243384783189053,0.2764917599638602,0.014084151743947138,0.05166249652113323,0.013233488618295961,0.0,-0.04206216307094486,-0.004742268041237114,-0.2533833389027744,-0.00647931303669008,0.5104665689311179,0.023710716981275123,-0.2857568752904479,0.32622157432324844,0.06961722668886798,0.0,0.0069618462209693295,0.003700000000000012,0.4205732332830618,-4.202514399421147,0.0,0.0016172053346149432,-1.7119125634441512,-1.052142057343488,29.29316084068011,-5.260875348034714,1.292551987684283
9,-1.4215195444785655,0.0027188291584576514,0.011852459397831475,0.0,-0.19730775484269583,0.01036196315736859,0.014270741923803404,0.6043560499222679,0.004928521331855934,0.05166249652113323,0.013233488618295961,0.0,0.11223790635954775,-0.004742268041237114,-0.111748357633598,-0.00647931303669008,0.31564436590109235,0.015024881966055576,-0.07143171128836764,0.6321274037533617,1.0971393388551987,0.0,0.0069618462209693295,0.0,0.5328643849666733,-8.814232414376209,0.0,0.0016172053346149432,-3.913125740579193,0.9224031904724014,32.2425558836061,17.69465701591929,1.538227504095968
