,vendor_amdahl,vendor_apollo,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.075674863794385,-0.0008086989444210769,-0.018478152679630277,0.10581965651966925,0.08215462250568338,0.159600102822573,0.9870572254266511,0.028100452708757093,0.38759181921718666,0.10867900926961802,0.15217680616251017,-0.10562172412506989,-0.11783331446957829,-0.1403582171150334,-0.06586499818455864,1.438036245962658,0.05743387811891614,0.1320699861446196,-0.3235452099926869,1.0169628457806508,0.9739969548127996,0.051484185217342555,0.07171247464941251,-0.004568465435459359,0.5855690523320448,-1.2076295286546999,-0.0029423652497659464,0.02803854908423655,5.242440178603517,9.439469041183528,4.78486610243693,30.110056547213368,25.192918448089515
1,1.3652120692778573,0.0003523873470096956,-0.024846130221183024,-0.4898576598935297,0.03310869266224843,0.09230340881274425,0.05873319379996856,0.01821868673688387,0.19929244854418193,0.05726006369392034,0.07728930768410837,-0.12496832251362607,-0.08899123578563457,-0.6732651066779559,-0.1781784147362077,0.7475547557741395,0.06024535492075602,0.02552673335369106,-0.2746833491381424,0.4077396853074271,0.11923281310344475,0.0368906298255359,0.03448587988121019,-0.019381607596624516,0.42759685679534487,-1.038940478705259,-0.00174046215100007,0.012710241198159906,2.2877554911335127,0.8213445099805825,5.86876883196907,-0.8890900964938224,4.736579195316824
2,1.3652120692778573,0.0003523873470096956,-0.024846130221183024,-0.4898576598935297,0.03310869266224843,0.09230340881274425,0.05873319379996856,0.01821868673688387,0.19929244854418193,0.05726006369392034,0.07728930768410837,-0.12496832251362607,-0.08899123578563457,-0.6732651066779559,-0.1781784147362077,0.7475547557741395,0.06024535492075602,0.02552673335369106,-0.2746833491381424,0.4077396853074271,0.11923281310344475,0.0368906298255359,0.03448587988121019,-0.019381607596624516,0.42759685679534487,-1.038940478705259,-0.00174046215100007,0.012710241198159906,2.2877554911335127,0.8213445099805825,5.86876883196907,-0.8890900964938224,4.736579195316824
3,1.3652120692778573,0.0003523873470096956,-0.024846130221183024,-0.4898576598935297,0.03310869266224843,0.09230340881274425,0.05873319379996856,0.01821868673688387,0.19929244854418193,0.05726006369392034,0.07728930768410837,-0.12496832251362607,-0.08899123578563457,-0.6732651066779559,-0.1781784147362077,0.7475547557741395,0.06024535492075602,0.02552673335369106,-0.2746833491381424,0.4077396853074271,0.11923281310344475,0.0368906298255359,0.03448587988121019,-0.019381607596624516,0.42759685679534487,-1.038940478705259,-0.00174046215100007,0.012710241198159906,2.2877554911335127,0.8213445099805825,5.86876883196907,-0.8890900964938224,4.736579195316824
4,0.4171541357562862,-0.00027863884184746007,-0.0334748254722687,-0.7011760323992986,0.024781358541669973,0.13950092753547597,-0.06662973229659572,0.012133324608365503,0.1986606861101228,0.04460855486975137,0.07606750252986393,-0.19305472927748873,-0.13470768948148584,-0.8729100507831138,-0.2623140119546006,0.6308855092618681,0.09427180929305587,0.009874914136709254,-0.37621147177821423,0.28469842517040483,0.028969821997340106,0.039473616981488324,0.039096150781608136,-0.025417183249415966,0.21837823077248542,-1.0143218077864768,-0.0027272449399823326,0.015691742283014905,1.9729839787378092,1.0066522891121965,-3.3916278709791734,-1.9451655133061019,6.050392197272179
5,2.20014733630923,0.0003200376652317654,-0.024287176512446815,-0.4887154462230163,0.03337580239080914,0.09155151620304995,0.05682785239252238,0.018673556809594125,0.19861803302184738,0.05727753934492634,0.07669019496204686,-0.12620069093259167,-0.08547875400381807,-0.6489698761676177,-0.1754609534680569,0.7204311557479752,0.05479280551359228,0.023971913960816237,-0.27454296665239447,0.4197160841073088,0.12147022499558438,0.03992168815239246,0.03460928641950691,-0.01887632076208656,0.473361155914433,-1.110403230808102,-0.001726889363566856,0.01265814041351637,1.1177454263447415,0.7273504656796789,5.500671357113358,-0.3915309960193419,4.730270100656507
6,1.5641343414735485,0.0003611759736153701,-0.021797354001876726,-0.41440276104153173,0.03718348611638742,0.08021122808090231,0.12477731825653335,0.021224332970607527,0.2042391867742054,0.06205307725965715,0.06789602226735124,-0.11795661220960181,-0.07547162447129763,-0.5955094057122083,-0.15038486522662398,0.7524823864741598,0.04517043838393104,0.040956259212025656,-0.24953528199260136,0.39901491651404175,0.24122657739550551,0.040861238206374356,0.033992710354738546,-0.017855086536398945,0.45174405049174826,-1.3505051170681892,-0.0016537724228277246,0.01266899836971689,1.0697904650071905,-0.46886436595902,4.375871013280192,-0.7389213922931973,8.261256789278605
7,1.5641343414735485,0.0003611759736153701,-0.021797354001876726,-0.41440276104153173,0.03718348611638742,0.08021122808090231,0.12477731825653335,0.021224332970607527,0.2042391867742054,0.06205307725965715,0.06789602226735124,-0.11795661220960181,-0.07547162447129763,-0.5955094057122083,-0.15038486522662398,0.7524823864741598,0.04517043838393104,0.040956259212025656,-0.24953528199260136,0.39901491651404175,0.24122657739550551,0.040861238206374356,0.033992710354738546,-0.017855086536398945,0.45174405049174826,-1.3505051170681892,-0.0016537724228277246,0.01266899836971689,1.0697904650071905,-0.46886436595902,4.375871013280192,-0.7389213922931973,8.261256789278605
8,-1.6237643378115478,0.00040515758663418726,-0.022274673833122732,-0.36935762591055415,0.0459522809865769,0.073423669096022,0.1282858807992573,0.051005028151060124,0.18577965977701585,0.08075866924089715,0.06789602226735124,-0.11456539294769857,-0.07469686244796504,-0.501970609650025,-0.13826940055413164,0.7901904273726914,0.04030222607287603,0.02052481572862428,-0.21155447604710947,0.4736866301833697,0.2919833754887402,0.03677899274957159,0.036310998051549234,-0.017178995443309447,0.35081738003561125,-3.227257332978818,-0.0013841605795420105,0.01156351679187982,0.3650759290518166,-1.1424107994202073,19.5157127068596,-2.3858168801055633,8.468306554644307
9,-1.1896369699613605,0.0005038532166878415,-0.021032154849948477,-0.20096145897413276,0.0655213576465195,0.05853260355150866,0.6537565583452631,0.040538575143217945,0.21173594470027093,0.0940427591054052,0.033699807171661815,-0.0838318837719038,-0.07045978960381276,-0.3472071224870199,-0.11937322402051506,1.0226228892624643,0.02948143028146384,0.014576640166640698,-0.17705146427678264,0.5576163417464217,0.6802368604364365,0.03293875721668087,0.05054974012828929,-0.016018625636716816,0.5893466133808087,-4.6868125349106,-0.0011470250955607165,0.010446816878867084,0.3379929178555572,-1.2843211446963532,23.186023965025473,14.888880438995347,14.98306690123562
