,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,CACH,CHMIN
0,-0.2952424740225532,-0.0031500801939401617,0.006781009740188896,-0.03263613364822345,-0.3862479362047023,-0.004318312279962507,0.020590766338907017,0.6408049753944826,-0.006185965178199691,0.06778850635383253,-0.008802418614597528,0.1258089179766089,0.011028701943859008,-0.1672970478592412,-0.643275471984905,-0.13610047234211248,0.638166955149259,0.007855564372690842,-0.0034953938806291294,-0.4440664983517028,1.324376023923969,0.4545472201975708,0.01792345825436037,0.003981715999281777,-0.018167683336191353,0.2431458526705553,-4.001433066888397,-0.005082800521442369,0.005342833086959816,8.909251195593416,11.31388487328597,35.59347422220398,27.535007336026517
1,2.768281384823464,-0.00282600796330086,0.013860652276443723,-0.029888329843297413,-0.7485068023193762,-0.004794436424399363,0.02049344823245956,0.020001276556537547,-0.0027676440643725165,0.06468413788887577,-0.0056275117444582416,0.0078021292033789505,-0.20512635413871427,-0.1267264724414521,-0.9379752192837473,-0.24861841003220225,0.30059890771368475,0.022752357332034387,-0.0073434352515229125,-0.3951253435296253,0.2826921437800724,0.054667574756509824,0.029120547747713752,0.003336412054747807,-0.03345911737986064,0.3008119221028537,-2.0540708348150547,-0.0063408127548315926,0.02581443170204281,1.2900997339615914,1.8364057160907448,-1.0396010917564176,9.377030246122022
2,2.768281384823464,-0.00282600796330086,0.013860652276443723,-0.029888329843297413,-0.7485068023193762,-0.004794436424399363,0.02049344823245956,0.020001276556537547,-0.0027676440643725165,0.06468413788887577,-0.0056275117444582416,0.0078021292033789505,-0.20512635413871427,-0.1267264724414521,-0.9379752192837473,-0.24861841003220225,0.30059890771368475,0.022752357332034387,-0.0073434352515229125,-0.3951253435296253,0.2826921437800724,0.054667574756509824,0.029120547747713752,0.003336412054747807,-0.03345911737986064,0.3008119221028537,-2.0540708348150547,-0.0063408127548315926,0.02581443170204281,1.2900997339615914,1.8364057160907448,-1.0396010917564176,9.377030246122022
3,2.768281384823464,-0.00282600796330086,0.013860652276443723,-0.029888329843297413,-0.7485068023193762,-0.004794436424399363,0.02049344823245956,0.020001276556537547,-0.0027676440643725165,0.06468413788887577,-0.0056275117444582416,0.0078021292033789505,-0.20512635413871427,-0.1267264724414521,-0.9379752192837473,-0.24861841003220225,0.30059890771368475,0.022752357332034387,-0.0073434352515229125,-0.3951253435296253,0.2826921437800724,0.054667574756509824,0.029120547747713752,0.003336412054747807,-0.03345911737986064,0.3008119221028537,-2.0540708348150547,-0.0063408127548315926,0.02581443170204281,1.2900997339615914,1.8364057160907448,-1.0396010917564176,9.377030246122022
4,2.768281384823464,-0.00282600796330086,0.013860652276443723,-0.029888329843297413,-0.7485068023193762,-0.004794436424399363,0.02049344823245956,0.020001276556537547,-0.0027676440643725165,0.06468413788887577,-0.0056275117444582416,0.0078021292033789505,-0.20512635413871427,-0.1267264724414521,-0.9379752192837473,-0.24861841003220225,0.30059890771368475,0.022752357332034387,-0.0073434352515229125,-0.3951253435296253,0.2826921437800724,0.054667574756509824,0.029120547747713752,0.003336412054747807,-0.03345911737986064,0.3008119221028537,-2.0540708348150547,-0.0063408127548315926,0.02581443170204281,1.2900997339615914,1.8364057160907448,-1.0396010917564176,9.377030246122022
5,2.9861749646843574,-0.0028224690419528316,0.020144972962665215,-0.028899612636652163,-0.7425386377720831,-0.004685363706418756,0.01968396477532119,0.027308573240962083,-0.0015470294000391677,0.06479880240215327,-0.005576140604842749,0.007799839007150151,-0.25194077411335447,-0.12510417766204607,-0.8863435886056076,-0.2405367160734171,0.3014225035665672,0.00793745080813616,-0.006562893385539205,-0.3926908386777762,0.20817159369743793,0.08714741504464554,0.05424202179962817,0.0034227929123089814,-0.0307706786999788,0.3402157198592405,-2.0755939013160103,-0.005839188863138748,0.02024409342349831,1.4306249319624023,2.055498625047756,-0.1470764363795102,9.911726332727616
6,1.9391846613959445,-0.0027655254223827555,0.019688953882032057,-0.026381260998918833,-0.5955482623774634,-0.004196628193780662,0.018758576745908497,0.11264184357785982,-0.00037569212930647515,0.06540896252707917,-0.006237992938338575,0.007310264554510499,-0.2389830089166597,-0.1253590098636779,-0.8238952385320232,-0.2300728775156176,0.402751179051323,0.005908256945123342,-0.019111339574971308,-0.367056258341051,0.1996876821006714,0.07477563787943287,0.05396646712735583,0.0027699988010270417,-0.03111575313211968,0.2241182034236412,-2.885847733846382,-0.00567878620311805,0.020231218260183943,1.1623455208061706,1.0642506147623942,-0.6968648938620501,14.849950593212926
7,1.9391846613959445,-0.0027655254223827555,0.019688953882032057,-0.026381260998918833,-0.5955482623774634,-0.004196628193780662,0.018758576745908497,0.11264184357785982,-0.00037569212930647515,0.06540896252707917,-0.006237992938338575,0.007310264554510499,-0.2389830089166597,-0.1253590098636779,-0.8238952385320232,-0.2300728775156176,0.402751179051323,0.005908256945123342,-0.019111339574971308,-0.367056258341051,0.1996876821006714,0.07477563787943287,0.05396646712735583,0.0027699988010270417,-0.03111575313211968,0.2241182034236412,-2.885847733846382,-0.00567878620311805,0.020231218260183943,1.1623455208061706,1.0642506147623942,-0.6968648938620501,14.849950593212926
8,1.9391846613959445,-0.0027655254223827555,0.019688953882032057,-0.026381260998918833,-0.5955482623774634,-0.004196628193780662,0.018758576745908497,0.11264184357785982,-0.00037569212930647515,0.06540896252707917,-0.006237992938338575,0.007310264554510499,-0.2389830089166597,-0.1253590098636779,-0.8238952385320232,-0.2300728775156176,0.402751179051323,0.005908256945123342,-0.019111339574971308,-0.367056258341051,0.1996876821006714,0.07477563787943287,0.05396646712735583,0.0027699988010270417,-0.03111575313211968,0.2241182034236412,-2.885847733846382,-0.00567878620311805,0.020231218260183943,1.1623455208061706,1.0642506147623942,-0.6968648938620501,14.849950593212926
9,2.195943258213431,-0.0023789300703429446,0.005140749206506602,-0.024634777395938133,-0.3156407485009355,-0.003929996353840178,0.016761570501696986,0.41596106343233946,-0.004883032462534995,0.05311574921793359,-0.006264381912337837,0.007347792839569997,-0.12491774473784135,-0.11737298014631407,-0.569391291877804,-0.1958856127879203,0.45513900197724727,0.00578186636728615,-0.01752912258920748,-0.2799287833191637,0.7488710564192628,0.6933776341785277,0.01401501030559512,0.0012921451699759517,-0.02492139973234723,0.28457994870073533,-6.7050888926291625,-0.0054879723991697864,0.005082566114380349,0.9561720944514625,3.9224226777859026,19.601093303172313,20.780416552066377
