,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.13928308648846824,0.0,0.0006096491228070098,-0.004609068336124923,0.023258223870869427,0.053825106895374654,1.7462600669456676,0.025144338677036852,0.11069272863953775,0.0502946320759847,0.16255411255411273,0.11684835865787374,0.6622670935359789,-0.3800258630079858,0.03201809988697399,0.49041066302772085,0.02237705392009324,0.04536349758422711,-0.7401562915766497,0.6078324902297217,1.6979889765968923,0.04054334124097937,0.05408910959585375,0.012199999999999989,0.3540386849791501,-2.8030476578423116,0.0,0.005269472632748204,6.785341897565462,17.837580787873197,4.6716169263808975,25.55489338279502,21.989495472196158
1,3.0120481953676883,0.0,0.009260772195503867,-0.0026496262358331355,0.023931510124606332,0.03161424934591279,0.32652880047919125,0.03820679202844787,0.06982207671689733,0.03625102738670266,0.014221692537482051,-0.03445925424165238,-0.008359181308343813,-0.6097001711915844,-0.06363827324488448,0.8976341047606051,0.06226820321367198,0.026493496639291937,-0.2184155005743006,0.7979300859445682,0.11880152819242873,0.025289359798311217,0.011168316145805013,0.005578947368421045,0.6027021943592215,-1.1447598213782262,0.0,0.0008892857142857127,2.742986547482894,1.0993053736735332,5.051056639947103,-2.1324560305115674,4.25470703246956
2,3.0120481953676883,0.0,0.009260772195503867,-0.0026496262358331355,0.023931510124606332,0.03161424934591279,0.32652880047919125,0.03820679202844787,0.06982207671689733,0.03625102738670266,0.014221692537482051,-0.03445925424165238,-0.008359181308343813,-0.6097001711915844,-0.06363827324488448,0.8976341047606051,0.06226820321367198,0.026493496639291937,-0.2184155005743006,0.7979300859445682,0.11880152819242873,0.025289359798311217,0.011168316145805013,0.005578947368421045,0.6027021943592215,-1.1447598213782262,0.0,0.0008892857142857127,2.742986547482894,1.0993053736735332,5.051056639947103,-2.1324560305115674,4.25470703246956
3,3.0120481953676883,0.0,0.009260772195503867,-0.0026496262358331355,0.023931510124606332,0.03161424934591279,0.32652880047919125,0.03820679202844787,0.06982207671689733,0.03625102738670266,0.014221692537482051,-0.03445925424165238,-0.008359181308343813,-0.6097001711915844,-0.06363827324488448,0.8976341047606051,0.06226820321367198,0.026493496639291937,-0.2184155005743006,0.7979300859445682,0.11880152819242873,0.025289359798311217,0.011168316145805013,0.005578947368421045,0.6027021943592215,-1.1447598213782262,0.0,0.0008892857142857127,2.742986547482894,1.0993053736735332,5.051056639947103,-2.1324560305115674,4.25470703246956
4,2.7053615965176214,0.0,0.027109215962291256,-0.01047937292649708,0.023931510124606332,0.14771413083613869,0.12581492086893586,0.03954290313955901,0.10232387394652227,0.03625102738670266,0.013594241557089859,-0.10784710057712206,-0.0585717812170732,-0.5926188451121771,-0.10709733453936958,0.8285272007430553,0.09899098256412166,0.03818388247104403,-0.3633771524195569,0.6473993838582173,-0.03163331225939398,0.02902745503640645,0.018072110828855015,0.003637489781802167,0.4477323172631364,-1.1205676199174974,-0.0026750261233019937,0.005497894966289127,0.9520962946832052,1.8374768339791168,-7.158758607718403,-2.5162283899768974,5.765827649478315
5,3.530937084256578,0.0,0.009260772195503867,-0.0026496262358331355,0.023931510124606332,0.03161424934591279,0.38652880047919125,0.03820679202844787,0.06982207671689733,0.03625102738670266,0.014221692537482051,-0.06895925424165239,-0.008359181308343813,-0.5061171752401672,-0.06363827324488448,0.9456341047606052,0.054255382700851465,0.026493496639291937,-0.2184155005743006,0.9596864407009229,0.17501679590871058,0.025289359798311217,0.011168316145805013,0.005578947368421045,0.7118218115841018,-1.1567598213782257,0.0,0.0008892857142857127,1.3416820040730866,1.1261872963485595,3.7823310877215484,-2.8022580851820433,4.324606956075367
6,2.4806145135352446,0.0,0.009260772195503867,-0.0026496262358331355,0.023931510124606332,0.03161424934591279,0.37052880047919123,0.03820679202844787,0.06982207671689733,0.03625102738670266,0.014221692537482051,-0.0568832308498395,-0.001556410413998233,-0.45465113522293166,-0.06363827324488448,1.0493093437473997,0.047026467038200875,0.026493496639291937,-0.2184155005743006,0.7338918231321119,0.19346124035315504,0.025289359798311217,0.011168316145805013,0.005578947368421045,0.6376552621361433,-1.1916533191847678,0.0,0.0008892857142857127,2.388076231419105,-0.010655412398993834,2.2298690472385148,-3.3092115434884444,9.210412569738997
7,2.4806145135352446,0.0,0.009260772195503867,-0.0026496262358331355,0.023931510124606332,0.03161424934591279,0.37052880047919123,0.03820679202844787,0.06982207671689733,0.03625102738670266,0.014221692537482051,-0.0568832308498395,-0.001556410413998233,-0.45465113522293166,-0.06363827324488448,1.0493093437473997,0.047026467038200875,0.026493496639291937,-0.2184155005743006,0.7338918231321119,0.19346124035315504,0.025289359798311217,0.011168316145805013,0.005578947368421045,0.6376552621361433,-1.1916533191847678,0.0,0.0008892857142857127,2.388076231419105,-0.010655412398993834,2.2298690472385148,-3.3092115434884444,9.210412569738997
8,-0.925093448793995,0.0,0.009260772195503867,-0.0026496262358331355,0.019280700160332852,0.03161424934591279,0.3106227848924779,0.037603738593333415,0.04761682017967511,0.03380134685534927,0.003970610286399783,-0.04665845581575377,-0.008635357782419228,-0.3992739423358511,-0.03932149707449404,0.7367364916222847,0.03919443709703777,0.021810163305958596,-0.1811265822975746,0.5515822064015365,0.07609225095724415,0.020491054713565472,0.011168316145805013,0.005578947368421045,0.46775284134626366,-4.715085301399686,0.0,0.0008892857142857127,-2.985048865059586,-3.3763829948740023,31.702775559707835,-5.154062979236649,6.029754847222349
9,-3.5709276868512836,0.0,0.0015060552143717843,0.0,0.019280700160332852,0.004727849708047741,0.8083834686531617,0.01987129473859854,0.040564917642959476,0.03380134685534927,0.0,0.07706253623711903,0.0,-0.19479469292889412,-0.003177733691212517,0.40497035767919454,0.020194392374318648,0.004398445300242492,-0.1399747099955399,1.011449322795559,0.23658659321629233,0.004382446758607764,0.011168316145805013,0.0,0.7074977132915812,-7.2760044309188165,0.0,0.0,-6.984550829898437,0.10489655123611416,31.634009503501083,19.173856741370685,11.215079904610489
