,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.013854375623370463,0.0,0.035120154383592464,-0.0024534132409401548,-0.4424774690242727,0.006876068376068355,1.3130380833968112,0.015557100161246068,0.1048637570298992,0.03728831765185528,0.39300366300366296,0.31336346981935786,-0.03424283649317965,-0.31879106250234956,-0.0133127930762719,0.6838628717309885,0.016283385341346726,0.019863497584227084,-1.0825539599745584,1.6575799885634448,1.6329084648269543,0.018774395564342523,0.01259833900585074,0.015074084610926679,0.6799049239259766,-4.364498459300686,0.0,0.007129777753159738,10.307139478895818,11.702660210940383,5.289284231103785,26.90287859070161,22.043681136823302
1,3.364744584356112,0.0,0.03226539329310977,-0.002926909569798077,-0.3322714253573316,0.0038191214470284325,0.20719962447982512,0.015557100161246068,0.05501953054908883,0.027702225915941087,0.006456043956043977,-0.03839815422230391,-0.02349208354226021,-0.6010567816049021,-0.05502769450986629,0.8766033663690985,0.09293668509400999,0.029160350062147244,-0.3797840085161265,0.526006980293137,0.02628122297279688,0.024927910134433483,0.011168316145805013,0.012116831822151185,0.502649012877386,-1.5576474618082807,0.0,0.026374777833201222,0.802288598950901,1.3949044179946724,6.2851307879135305,-1.3011560979240726,3.702706107639018
2,3.364744584356112,0.0,0.03226539329310977,-0.002926909569798077,-0.3322714253573316,0.0038191214470284325,0.20719962447982512,0.015557100161246068,0.05501953054908883,0.027702225915941087,0.006456043956043977,-0.03839815422230391,-0.02349208354226021,-0.6010567816049021,-0.05502769450986629,0.8766033663690985,0.09293668509400999,0.029160350062147244,-0.3797840085161265,0.526006980293137,0.02628122297279688,0.024927910134433483,0.011168316145805013,0.012116831822151185,0.502649012877386,-1.5576474618082807,0.0,0.026374777833201222,0.802288598950901,1.3949044179946724,6.2851307879135305,-1.3011560979240726,3.702706107639018
3,3.364744584356112,0.0,0.03226539329310977,-0.002926909569798077,-0.3322714253573316,0.0038191214470284325,0.20719962447982512,0.015557100161246068,0.05501953054908883,0.027702225915941087,0.006456043956043977,-0.03839815422230391,-0.02349208354226021,-0.6010567816049021,-0.05502769450986629,0.8766033663690985,0.09293668509400999,0.029160350062147244,-0.3797840085161265,0.526006980293137,0.02628122297279688,0.024927910134433483,0.011168316145805013,0.012116831822151185,0.502649012877386,-1.5576474618082807,0.0,0.026374777833201222,0.802288598950901,1.3949044179946724,6.2851307879135305,-1.3011560979240726,3.702706107639018
4,2.5701406327521594,0.0,0.0480372975117052,-0.008706623935734917,-0.4241641194192029,0.0038191214470284325,-0.002240950861316501,0.015557100161246068,0.07405851149612701,0.027702225915941087,0.019789377289377297,-0.1723888621346647,-0.06845776159130691,-0.541500230583825,-0.11124437155931148,0.8857498472390459,0.11396543720874933,0.02355278754669002,-0.4788079923768834,0.509838391559261,-0.1123473602495364,0.024927910134433483,0.01259833900585074,0.012116831822151185,0.5065843558168247,-1.370663772518513,0.0009081885856079275,0.030909114805672055,0.8046192120700515,1.6905198996372475,-7.138572750176469,-1.024645737255336,5.64260432386267
5,3.5962445843561106,0.0,0.03226539329310977,-0.002926909569798077,-0.3322714253573316,0.0038191214470284325,0.21789659417679488,0.015557100161246068,0.05501953054908883,0.027702225915941087,0.006456043956043977,-0.08506482088897054,-0.02349208354226021,-0.42068315523127586,-0.05502769450986629,0.929936699702432,0.08370941236673723,0.008207969109766287,-0.3797840085161265,0.6246736469598038,0.0502584957000696,0.024927910134433483,0.011168316145805013,0.012116831822151185,0.5906490128773858,-1.6083617475225669,0.0,0.026374777833201222,1.1317801814424835,1.4302377513280053,5.073998031780775,-1.616131307899283,4.0150018951848105
6,2.2337637052042436,0.0,0.02236955995977645,0.0,-0.3217008178039654,0.0038191214470284325,0.30345214973235035,0.015557100161246068,0.05501953054908883,0.027702225915941087,0.006456043956043977,-0.03839815422230391,-0.008637775577390221,-0.36992011553263804,-0.05502769450986629,1.1004128901786223,0.04513798379530866,0.008207969109766287,-0.3797840085161265,0.3777270675375209,0.10571304115461505,0.024927910134433483,0.011168316145805013,0.012116831822151185,0.7329416535700266,-2.3312965841239284,0.0,0.026374777833201222,1.0458571328687427,0.1741060399000584,3.233449932427361,-2.501465558444059,10.28420809853269
7,2.2337637052042436,0.0,0.02236955995977645,0.0,-0.3217008178039654,0.0038191214470284325,0.30345214973235035,0.015557100161246068,0.05501953054908883,0.027702225915941087,0.006456043956043977,-0.03839815422230391,-0.008637775577390221,-0.36992011553263804,-0.05502769450986629,1.1004128901786223,0.04513798379530866,0.008207969109766287,-0.3797840085161265,0.3777270675375209,0.10571304115461505,0.024927910134433483,0.011168316145805013,0.012116831822151185,0.7329416535700266,-2.3312965841239284,0.0,0.026374777833201222,1.0458571328687427,0.1741060399000584,3.233449932427361,-2.501465558444059,10.28420809853269
8,0.11309337553391371,0.0,0.002580287929125121,0.0,-0.27740209867487436,0.0038191214470284325,0.30202274392747525,0.015557100161246068,0.03840964591269306,0.02525254538458772,0.0,-0.014694340983217896,-0.008637775577390221,-0.3609191456421584,-0.04605246928464107,0.8878496681847384,0.03144818194864405,0.008207969109766287,-0.20535773579397582,0.32519842421949763,0.06639214886197617,0.009450261056784441,0.011168316145805013,0.012116831822151185,0.67243350813902,-2.7727895199899786,0.0,0.026374777833201222,-1.8326820713730108,-2.993643839712937,28.296524850532684,-6.640121062953184,6.948658675040762
9,-2.122611739627979,0.0,0.0,0.0,-0.2518277244023864,0.0,0.6703973895291028,0.015557100161246068,0.03840964591269306,0.02525254538458772,0.0,0.2756895203641031,0.0,-0.18154443838601014,-0.008828527342006166,0.48234410848174963,0.002354533784572296,0.008207969109766287,-0.11991673420558936,0.6920325676316634,0.407331856819913,0.0,0.011168316145805013,0.0,0.5655813736710288,-7.250337390355594,0.0,0.0027495908346972446,-4.0744338261800745,1.50941719607841,30.257698985217363,19.885687652881355,11.083878401697339
