,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.16590390704413283,-0.0007739770555070403,0.04146532656090599,-0.01709297466192492,-0.3801548368123587,0.04070384430301954,0.10681608283154977,0.05857405760906634,0.38304738112606473,0.09314795402316026,0.1601105894578389,0.025752071026424184,0.06297505515337862,-0.339746692333059,-0.1323454205955889,1.425212763651875,0.10746743751975903,0.11543614125045658,-0.2740737361360439,0.9976540642167827,0.7085490441663816,0.05100183030225945,0.057310490045927136,0.044178170536058194,0.5031883500328026,-1.3900797417195874,0.0016190341562072538,0.034066637962148046,8.234758428408705,7.5031695311046365,3.5539740198039986,26.23654019765009,29.965903342576077
1,1.6346493596387437,-0.001076134571609937,0.03337122645904057,-0.021493092119832226,-0.489867289016755,0.0030961467543555677,0.09891985159870285,0.027640199332734306,0.15323937369322227,0.05728567442121927,0.07117430542354912,-0.16089784585111772,-0.06170946891990132,-0.5953392149057372,-0.18995010347308103,0.7018087267101365,0.07025747280894849,0.025044095508888694,-0.3848896500951375,0.3720698299656431,0.08202480597028952,0.040718639838764656,0.019856435935421395,0.0015300929825228305,0.4188157100151551,-1.4423383243313337,-0.004844898953841808,0.023545588867340348,1.275644306303388,1.183854788873756,6.222397780665334,-0.37834093139745784,4.6580609150744365
2,1.6346493596387437,-0.001076134571609937,0.03337122645904057,-0.021493092119832226,-0.489867289016755,0.0030961467543555677,0.09891985159870285,0.027640199332734306,0.15323937369322227,0.05728567442121927,0.07117430542354912,-0.16089784585111772,-0.06170946891990132,-0.5953392149057372,-0.18995010347308103,0.7018087267101365,0.07025747280894849,0.025044095508888694,-0.3848896500951375,0.3720698299656431,0.08202480597028952,0.040718639838764656,0.019856435935421395,0.0015300929825228305,0.4188157100151551,-1.4423383243313337,-0.004844898953841808,0.023545588867340348,1.275644306303388,1.183854788873756,6.222397780665334,-0.37834093139745784,4.6580609150744365
3,1.6346493596387437,-0.001076134571609937,0.03337122645904057,-0.021493092119832226,-0.489867289016755,0.0030961467543555677,0.09891985159870285,0.027640199332734306,0.15323937369322227,0.05728567442121927,0.07117430542354912,-0.16089784585111772,-0.06170946891990132,-0.5953392149057372,-0.18995010347308103,0.7018087267101365,0.07025747280894849,0.025044095508888694,-0.3848896500951375,0.3720698299656431,0.08202480597028952,0.040718639838764656,0.019856435935421395,0.0015300929825228305,0.4188157100151551,-1.4423383243313337,-0.004844898953841808,0.023545588867340348,1.275644306303388,1.183854788873756,6.222397780665334,-0.37834093139745784,4.6580609150744365
4,0.5927640578871565,-0.0011016698712326535,0.03560534127776653,-0.02961833507206975,-0.6293217749288839,0.0006908662825074764,0.11318665054720613,0.023876414783267134,0.15090846513026465,0.047478774149899865,0.06474288473432503,-0.23267449523149913,-0.10106960002531419,-0.7975126995080616,-0.2512350463662757,0.5321405295861302,0.07641024238818461,0.014578833064777974,-0.5071210572202769,0.22152064169683366,0.04097877925520636,0.03830536726715805,0.015301384998934749,-0.007465628732022864,0.16788155452937462,-1.3336247650301711,-0.005666676752767261,0.02344164643011263,0.8886381943466982,0.9149519911036954,-3.20759006271534,-1.0635793766310793,5.6884369418313305
5,2.4080859725156882,-0.0010685784294616693,0.04369796737768406,-0.021563071656348944,-0.48850876744893684,0.0030012810730450793,0.09651522308561121,0.027715791327665072,0.15268779902516605,0.057506926267663405,0.07098989280151134,-0.18306628733493957,-0.06157718986485875,-0.5928466725001698,-0.1907413451029614,0.6691114169436864,0.06928024129725925,0.024434965648954306,-0.38436085509008544,0.25710260996674406,0.10354320742743611,0.04036551780016601,0.019877969448877982,0.0013092037446478682,0.4784223206492023,-1.5262846036790643,-0.004866000224567754,0.023697814924651815,0.581386085508693,1.1095100683851036,5.920520519624636,-0.39100832853577144,4.651387278228874
6,1.8174690469498982,-0.0010559385228222625,0.05009165076378965,-0.019125573141809717,-0.4034128434591206,0.0029992572790838454,0.09167227381758492,0.026145910736909774,0.16689546789437942,0.05718005411166634,0.06338117087182539,-0.1650398761273707,-0.06438696481414188,-0.5697773531730563,-0.17664707559242368,0.7798407262770539,0.06586084429845444,0.0367524142759887,-0.292575529896066,0.30204894408571836,0.0988432668288116,0.03998867692743636,0.022172226707954032,0.0019778942172026075,0.3661937898104466,-1.7941231557360044,-0.004527680467279388,0.02374294133973659,0.2787837271741572,-0.485405602088532,4.173696909601825,-0.3874094909287003,9.58200826318337
7,1.8174690469498982,-0.0010559385228222625,0.05009165076378965,-0.019125573141809717,-0.4034128434591206,0.0029992572790838454,0.09167227381758492,0.026145910736909774,0.16689546789437942,0.05718005411166634,0.06338117087182539,-0.1650398761273707,-0.06438696481414188,-0.5697773531730563,-0.17664707559242368,0.7798407262770539,0.06586084429845444,0.0367524142759887,-0.292575529896066,0.30204894408571836,0.0988432668288116,0.03998867692743636,0.022172226707954032,0.0019778942172026075,0.3661937898104466,-1.7941231557360044,-0.004527680467279388,0.02374294133973659,0.2787837271741572,-0.485405602088532,4.173696909601825,-0.3874094909287003,9.58200826318337
8,-1.2543056144785005,-0.0009605235257835613,0.04345075493055697,-0.018214572850724225,-0.33681162408909243,0.002970401226508916,0.08984709204276192,0.04587002917664745,0.15683926173793977,0.07218949870304114,0.06345017162091525,-0.1558396516826932,-0.06030466296765873,-0.5078991767304794,-0.16232320853959178,0.7573232909622393,0.06029917901007341,0.04058318304428803,-0.278526899088997,0.39538669235837137,0.19248110070935734,0.036210055997338016,0.02658791869079852,0.0007774011088723807,0.3574872795935279,-3.900320708927607,-0.004404347140853116,0.023605738265130235,-0.8239623536669275,-0.7382292554361004,18.08939930495331,-2.219347948653555,9.770950566852807
9,-1.0125244428501505,-0.0004196529386943336,0.018693949992791146,-0.017800330876400455,-0.3072661490214414,0.0030363734596226136,0.0682337701037938,0.04918069773285912,0.1792195323074483,0.09417499062439574,0.032297021153680466,-0.07359778508270903,-0.053374380903072415,-0.3881753297060208,-0.14552446432559663,0.9744847312165508,0.046053000135117386,0.042501361744927954,-0.22722595862961464,0.6107997060359479,0.3776624567519809,0.026628497906072305,0.06260020968680266,-0.004103050433578314,0.49558729474063157,-6.252945818629323,-0.0042767971134062095,0.021158134945305423,-0.4533380464159689,0.13021466411393695,22.111610983619467,13.527448478334223,14.553244725526088
