,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.42581491809684635,0.004117560177207213,-0.004213836477987448,-0.0106405469830133,0.8114253679312576,0.009106372020474394,0.07170359150240536,0.8463772049926664,0.018822910992491153,0.030466165587916007,0.025678327073772707,-0.01487999758195055,0.1903995883654679,0.631231462366648,-0.4868914463440125,0.8687157729029589,0.7566874984782309,0.04722784494820347,0.04005101405997259,-0.5304515748982497,0.3263226113653214,0.03840487593378224,0.0,0.001663342198581574,0.1581480143003692,-1.1282380723490992,0.0,0.0016172053346149432,8.338181888801948,11.79400895264539,2.687616164844102,35.7776214657387,17.798163727180707
1,4.3197677500101435,0.0027188291584576514,0.028977692284817946,-0.003860746717251011,-0.37181710109122224,0.003941270288019504,0.028539495775815653,0.05356396580458142,0.02109984540460143,0.028815917873546416,0.023733488618295967,0.006911010558069395,-0.06975408248989086,-0.011339717149053167,-0.45889940934585577,-0.018746139752915367,0.7562211794267095,0.04567082905113782,0.00935446321106696,-0.27868667024514276,-0.035845629327976615,0.012875223549611526,0.0039811066126855706,0.0,0.3965334519725009,-1.6499959845594128,0.0,0.0016172053346149432,1.7031767917993619,1.5225673893273983,5.122472332727162,-1.9884100329985757,4.31907464809444
2,4.3197677500101435,0.0027188291584576514,0.028977692284817946,-0.003860746717251011,-0.37181710109122224,0.003941270288019504,0.028539495775815653,0.05356396580458142,0.02109984540460143,0.028815917873546416,0.023733488618295967,0.006911010558069395,-0.06975408248989086,-0.011339717149053167,-0.45889940934585577,-0.018746139752915367,0.7562211794267095,0.04567082905113782,0.00935446321106696,-0.27868667024514276,-0.035845629327976615,0.012875223549611526,0.0039811066126855706,0.0,0.3965334519725009,-1.6499959845594128,0.0,0.0016172053346149432,1.7031767917993619,1.5225673893273983,5.122472332727162,-1.9884100329985757,4.31907464809444
3,4.3197677500101435,0.0027188291584576514,0.028977692284817946,-0.003860746717251011,-0.37181710109122224,0.003941270288019504,0.028539495775815653,0.05356396580458142,0.02109984540460143,0.028815917873546416,0.023733488618295967,0.006911010558069395,-0.06975408248989086,-0.011339717149053167,-0.45889940934585577,-0.018746139752915367,0.7562211794267095,0.04567082905113782,0.00935446321106696,-0.27868667024514276,-0.035845629327976615,0.012875223549611526,0.0039811066126855706,0.0,0.3965334519725009,-1.6499959845594128,0.0,0.0016172053346149432,1.7031767917993619,1.5225673893273983,5.122472332727162,-1.9884100329985757,4.31907464809444
4,3.404217632016681,0.0027188291584576514,0.028977692284817946,-0.003860746717251011,-0.5287163128552884,0.003941270288019504,0.13941858453546102,0.00208672050262044,0.024551782811456868,0.028815917873546416,0.023733488618295967,0.005188178716782839,-0.10399634685903186,-0.044227612009030165,-0.42838537957670725,-0.04034021728916016,0.6185415887889653,0.07385519313058869,0.02308633640546643,-0.34131781966239133,-0.0846346637346455,0.020387808153632996,0.0039811066126855706,0.002040998217468797,0.16756398082611906,-1.4327895493154956,0.0034090909090909185,0.0016172053346149432,1.0944732943054565,1.7739655532372534,-6.401859597542543,-1.7877424094122483,5.835556775452056
5,4.59354552778792,0.0027188291584576514,0.028977692284817946,-0.003860746717251011,-0.37181710109122224,0.003941270288019504,0.028539495775815653,0.046897299137914725,0.02109984540460143,0.028815917873546416,0.023733488618295967,0.006911010558069395,-0.06975408248989086,-0.011339717149053167,-0.45889940934585577,-0.018746139752915367,0.7882211794267096,0.04567082905113782,0.00935446321106696,-0.27868667024514276,-0.035845629327976615,0.012875223549611526,0.0039811066126855706,0.0,0.7360890075280564,-1.6499959845594128,0.0,0.0016172053346149432,1.893997304619876,1.4527492075092159,4.0929167771716095,-2.389605726194271,4.4301568991766915
6,2.919614484332287,0.0027188291584576514,0.028977692284817946,-0.0023123353819139683,-0.3391454100608798,0.003941270288019504,0.028539495775815653,0.1925493663689293,0.02109984540460143,0.028815917873546416,0.023733488618295967,0.002911010558069409,-0.06497888083200633,-0.011339717149053167,-0.3727784713833279,-0.018746139752915367,0.8000674617993078,0.04567082905113782,0.00935446321106696,-0.2702041779146657,0.11047554949320228,0.012875223549611526,0.0,0.0,0.3068553815049568,-2.4647582223216493,0.0,0.0016172053346149432,1.97428617688773,1.8842842697985758,2.7566227355235497,-3.0356429192749412,9.0291539504605
7,2.919614484332287,0.0027188291584576514,0.028977692284817946,-0.0023123353819139683,-0.3391454100608798,0.003941270288019504,0.028539495775815653,0.1925493663689293,0.02109984540460143,0.028815917873546416,0.023733488618295967,0.002911010558069409,-0.06497888083200633,-0.011339717149053167,-0.3727784713833279,-0.018746139752915367,0.8000674617993078,0.04567082905113782,0.00935446321106696,-0.2702041779146657,0.11047554949320228,0.012875223549611526,0.0,0.0,0.3068553815049568,-2.4647582223216493,0.0,0.0016172053346149432,1.97428617688773,1.8842842697985758,2.7566227355235497,-3.0356429192749412,9.0291539504605
8,2.782213269103262,0.0027188291584576514,0.023191528762805405,-0.0023123353819139683,-0.3072618606881414,0.003941270288019504,0.028539495775815653,0.1925493663689293,0.02109984540460143,0.028815917873546416,0.023733488618295967,0.002911010558069409,-0.04937299259316404,-0.011339717149053167,-0.3162485084696643,-0.018746139752915367,0.5931185957540991,0.04567082905113782,0.00935446321106696,-0.2530640847002983,0.1226668176844704,0.010453915455933596,0.0,0.0,0.23729303356108447,-4.879369404719685,0.0,0.0016172053346149432,-0.8930676054269973,0.6596838940155075,24.428188519452096,-6.4578460592323434,7.095125785888109
9,0.4891912818409683,0.0027188291584576514,0.023191528762805405,-0.0023123353819139683,-0.21890987325262481,0.003941270288019504,0.014857145090554344,0.7834257054922975,0.011944214992510227,0.021728711749981606,0.023733488618295967,0.002911010558069409,0.0416903819884939,-0.011339717149053167,-0.19715373563887456,-0.018746139752915367,0.4009557674790785,0.027862960314369984,0.0,-0.21998881588309382,0.2928201818726173,0.0026723259762309226,0.0,0.0,0.31307170601111245,-8.22894461850035,0.0,0.0016172053346149432,-6.062693745887489,2.3733207226364725,28.81650720133243,19.12504135605275,9.311144359101931
10,-0.09355243310095114,-0.08959418287245155,-0.0004059829059829045,-0.051287550771677286,-0.3511949855983786,-0.06814709991398299,0.018962864479076524,-0.0239721019787669,0.06225460601605919,0.1491590286958578,-0.02583293721053697,-0.012634724857685003,-0.15646608722515443,-0.253354746862719,-0.49766112077218017,-0.16751046231212788,0.6427200191739276,0.024725960472759635,-0.00217357442128085,-0.20465920450216424,-0.021110277032154862,0.04159463572921005,-0.027911598432985185,-0.05601579333747509,-0.001277372548586705,-0.37882444514072866,-0.008178386745879014,0.0627918459610375,-5.8777808553436905,-1.130444978443128,-1.7196217985256719,-2.1333406938987136,-3.0249971925671337
11,-0.09355243310095114,0.1552682509899823,-0.0004059829059829045,-0.03273771417037009,-0.3511949855983786,-0.0448003846954625,0.019379531145743194,-0.01939212639879133,0.04076304202449521,0.155414451976281,0.013934440137485557,-0.030909234661606562,-0.15646608722515443,-0.2248804729474973,-0.46306998902810736,-0.17137200077366632,0.6469313544073216,0.024725960472759635,-0.00217357442128085,-0.2521758711688311,0.008603527681649854,0.026331420873889937,-0.027911598432985185,-0.03645057594617076,-0.001277372548586705,-0.3498534378871127,-0.000952631578947374,0.04009506724955291,-5.56166736851652,-0.7016019675835772,-1.0446782946324367,-1.837860588878794,-3.061803980652206
12,-0.14326478973706694,0.006379648537907576,-1.44340014900201,-0.022686288230283316,-0.4297257453003374,0.008305480221584146,0.13369727692114391,0.015209901617072186,0.035987230324035405,0.21246679323538248,0.04505470419872309,0.0004861600186934818,-1.4107892197541643,-0.22334197810688086,-1.573655069448515,-0.3239006913957457,0.5005311472414,0.13971544711240264,0.012735444560869417,-0.2622486124216968,0.05432329275986167,0.12685724298955875,-0.0028526981478915465,-0.08481380190362202,-0.08438491675538401,-0.4520357929020016,-0.020181594217638595,0.025039095122263884,-0.6605730063976917,-0.2646721326606409,-1.3125034905166566,1.8697244036234721,-4.507224918380402
13,-0.21800045723060896,0.006379648537907576,-2.0178737192913703,-0.014889981524784901,-0.40651483533876515,0.0049900040311079575,0.08677077518600843,-0.04278061062855271,0.031734642332316994,0.22908421287032668,0.04206231757177839,-0.0017228318412865564,-0.6313615421669363,-0.15307331278616831,-1.0743593827076223,-0.18927970604447955,0.4379311476462447,0.07702032344624009,-0.11606000397235122,-0.2414406277257805,-0.0018141002314754281,0.08297405395636963,0.0005139685187751116,-0.05704180650771368,-0.04887657570610529,-0.47592849025357264,-0.015108820922273943,0.025039095122263884,-0.5986335512583228,0.27587834849602394,-1.1832041939317886,1.3640004831713974,-5.072156097611063
14,-0.10181173682243973,-0.018067585321091834,-0.0004059829059829045,2.172072793167045,-0.3205942436338261,-0.12180672923500578,0.02154156910778118,-0.01729263659670585,0.04576579835427356,0.15422986388684004,0.02162938588444742,-0.012634724857685003,-0.10520367506433415,-0.208044665823673,-0.4307602699933036,-0.18766626520158872,0.633205541203009,0.02001610355702038,-0.00217357442128085,-0.24369337883835387,0.008603527681649854,0.025876856314246605,-0.010704092038297051,-0.050978480060600156,0.0023882539682983915,-0.31800152737046167,-0.009438640320993267,0.04923993646484466,-4.9082548496488565,-0.5156986756188353,-1.815532858269743,-2.096440958611039,-3.4251057057296177
15,-0.11266418191405489,0.00785230413173141,0.0,5.3469247548215035,-0.6887483633774728,0.005715170695871458,0.19570072020970322,0.0057171299601638925,0.06792745452468388,0.16235015637894087,0.042437143503810885,-0.013032422295823808,-0.2426463432468817,-0.18386558058024902,-1.397163971840552,-0.21416634102033513,0.6268858353521033,0.03826300439687295,0.02750745216787359,-0.3772131335059016,0.07995390023185046,0.0779451653376211,0.3580173243289071,-0.0054318527188865155,0.28126496079465957,-0.33070536830803166,-0.0008002575810794885,0.011666157571976385,0.8095860357550784,1.0529083803748693,2.644676646674822,-2.0436912660942497,1.38108775847622
16,-0.10020891875616013,0.004980917519158013,0.003965228000610051,-0.05036413938165884,9.043340401367926,0.0137449340824617,0.3386048091286211,0.022660585511815375,0.06381058264063962,0.13306357767059387,0.04064070069268997,-0.019853241724818987,-0.1812945537623864,-0.3259736939576292,-0.8562324514597344,-0.35397145237934985,0.684427744931707,0.08814465200995604,-0.011067995461380022,-0.33472138002459034,0.060047465376849754,0.06360529225275927,0.2087821807021486,0.03398818690853056,0.06499631878573794,-0.406652845657476,-0.00010824180344728878,0.007264695185219874,-0.03731561196925168,-2.8391656451540985,-3.8802147187378733,-1.2858860759473087,-1.8987789333845166
