,crim,zn,chas,nox,rm,age,dis,rad,tax,ptratio,b
0,-1.13372371618939,-0.10756287827403661,0.010496391398684381,-0.10283111269643591,-2.312891098750474,-1.3461934994952498,-0.2878838795490785,-0.11464093617633776,-0.5167612166650218,-0.17451073959184252,-0.642090594643214
1,-0.9643524500968106,0.10016343027390424,-0.0037085336107239575,-0.8453444950792416,-0.9576050251224005,-0.4988749580107696,-0.25239801362894027,0.04259406268617567,-0.3248530757595915,0.030771248546813654,-0.2823854708308189
2,-1.0445853626184085,-0.017092765761482345,-0.009147321467275399,-1.0554164424083485,-3.955067461332764,-0.8320341334342609,-0.3432783616479125,-0.04627855929881735,-0.44327543227033667,-0.04244485310142882,-0.17137258729137952
3,-1.1886487619297046,-0.03381454261649715,-0.005486523919438815,-1.2209979681396295,-3.9491097543410603,-1.3532848125921977,-0.27280956587030947,-0.06884687037269822,-0.5574442578171643,-0.0645117322966392,-0.2251384907370956
4,-0.8677566322605699,0.0011903243104099306,-0.009386518155625403,-1.0295644289974095,-3.7525202334425507,-0.852140024727901,-0.22358339262466648,-0.021846364821011318,-0.44885212436948335,0.0012900971124199414,-0.19542398265601435
5,-1.066387887735234,0.02182843580223511,-0.005556310044851503,-1.13293988370595,-1.629902323998682,-1.2895063034873704,-0.31699651323669603,-0.0874025558031813,-0.5908079898145322,-0.11008517338906822,-0.2475367752190801
6,-0.5663470587125943,0.1974172434344456,-0.0031929405673083236,0.3298283673984961,1.557935283155121,-1.3905442608811376,-0.1198661125126113,-0.01560986637350116,-0.1358965114940636,0.09232496389557082,-0.2834423879748311
7,-0.299551918773647,0.2061260342188562,0.008281556046774287,0.6737503635237165,1.163477258253898,4.144002820369325,0.26569575283561525,0.006612759282793575,0.02352743082100922,0.43217013794703274,-0.06108547515776816
8,0.30199713601915185,0.37828767714814465,0.015354391528347418,0.9369184650992353,5.134882695534122,4.671690192511303,1.072907261937681,0.08179324193813184,0.28779985955439474,0.3251541786661616,0.1501216194309183
9,-0.1492659765070685,0.216175817868626,0.0005470898717113237,0.4138880927015081,1.7949179639650399,1.3005994160692886,0.1632936488387654,-0.02080602296547695,-0.05662125207876556,0.15774609370378884,-0.04626815209983648
