,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMAX,CACH,CHMIN
0,0.5556150328047702,0.03614880737951942,0.05685761698119261,-0.00817239652631991,-0.3344018727934751,-0.001541336017486938,0.21658477992036446,1.446609304556809,0.0832462471256294,0.21858299925821972,0.06550187009962324,0.12158894590040312,0.17821173950096686,-0.12207914681894155,-0.15543359114475436,-0.1103095338688451,1.8750219629222362,0.20187967052835296,0.13696523343710168,-0.29737265919681466,1.88121110245151,0.884089986113071,0.08898019201870257,0.045942642545287585,0.03764343572010113,0.6867284358779124,-1.7720693205109335,-0.0002781156208791738,0.048866457204209124,10.760604399316774,5.0943180071417355,34.062931866090125,23.601785610809685
1,3.336206323672836,0.008543132182018453,0.042286136609531615,-0.028237739454627243,-0.6004543831293964,0.00047949450283289746,0.12069137851623674,0.15924066216953786,0.05747750988713698,0.10893591173073745,0.0329268598711758,0.043694314563505345,-0.1507484174340879,-0.11205231419940506,-0.7002288014947314,-0.17719054884542187,0.7058109777114222,0.08171419438349962,0.03451312855363665,-0.3362044121567164,0.44986730710647715,0.0843814453574667,0.047677208987549166,0.01103914190352044,0.011174993588431796,0.3501548021035621,-0.9872214311299369,0.0003686954334146039,0.03261640293334284,0.622047425965703,5.203662388524902,-0.7852409883908098,5.796327573182296
2,3.336206323672836,0.008543132182018453,0.042286136609531615,-0.028237739454627243,-0.6004543831293964,0.00047949450283289746,0.12069137851623674,0.15924066216953786,0.05747750988713698,0.10893591173073745,0.0329268598711758,0.043694314563505345,-0.1507484174340879,-0.11205231419940506,-0.7002288014947314,-0.17719054884542187,0.7058109777114222,0.08171419438349962,0.03451312855363665,-0.3362044121567164,0.44986730710647715,0.0843814453574667,0.047677208987549166,0.01103914190352044,0.011174993588431796,0.3501548021035621,-0.9872214311299369,0.0003686954334146039,0.03261640293334284,0.622047425965703,5.203662388524902,-0.7852409883908098,5.796327573182296
3,3.336206323672836,0.008543132182018453,0.042286136609531615,-0.028237739454627243,-0.6004543831293964,0.00047949450283289746,0.12069137851623674,0.15924066216953786,0.05747750988713698,0.10893591173073745,0.0329268598711758,0.043694314563505345,-0.1507484174340879,-0.11205231419940506,-0.7002288014947314,-0.17719054884542187,0.7058109777114222,0.08171419438349962,0.03451312855363665,-0.3362044121567164,0.44986730710647715,0.0843814453574667,0.047677208987549166,0.01103914190352044,0.011174993588431796,0.3501548021035621,-0.9872214311299369,0.0003686954334146039,0.03261640293334284,0.622047425965703,5.203662388524902,-0.7852409883908098,5.796327573182296
4,2.2266976830114658,0.007944751910956909,0.03658419871582748,-0.03789811572395186,-0.7752358109356865,-0.00205065069157851,0.135986821794045,-0.03200203024417578,0.04169621290579102,0.12418742575392992,0.034983451373813916,0.0391210308610351,-0.2730787909585575,-0.1481442457866343,-0.8521587636913991,-0.2476800809849948,0.7189412127743978,0.1072273002513363,0.02058574897225353,-0.378710526222393,0.34712617661018164,0.009991665786408345,0.054607325859556764,0.020372346472676234,0.0077071977525295255,0.24332377133906422,-0.8633552412419475,-0.00043808645363624247,0.03225417804299013,0.11856832935405807,-3.04813765233434,-1.6577036955948745,6.632945234527937
5,3.3925317016329553,0.008467704619335856,0.05851210560212932,-0.028414329746409443,-0.6104044079649743,-0.0007971921926984538,0.12096338473611619,0.1532914512302604,0.05697687696628849,0.1078588015238232,0.02771470741109532,0.04318850879127465,-0.15470172342516916,-0.11079230979472246,-0.6916518895717364,-0.17013925755409412,0.6929809386871655,0.07834080851653784,0.03696508786913027,-0.33690802502649175,0.37396938483394515,0.08985231469490089,0.05484266063411811,0.009432648594359435,0.017593788433841084,0.36713880672828536,-1.0645341440298253,0.00039275037098887464,0.031050010231315376,0.03528608930855055,5.147165499919674,-0.35996561117958653,5.528051232355142
6,2.0159710664501134,0.012452298127455236,0.05625632050045325,-0.023558870295501712,-0.5248898959114336,-0.00010277287407563346,0.12160186829136066,0.2556329733195039,0.06067112977643077,0.10672101115441533,0.030647255458444714,0.04272266945970704,-0.1505309956668393,-0.10358897553195268,-0.6426135633601057,-0.15339111394310656,0.837717244634626,0.07968654419852499,0.040117949715171984,-0.3266670287167762,0.41193281082347855,0.06699649208936302,0.05690059528821633,0.014264092918356343,0.017888696528021976,0.3709548713886506,-1.8494758199562105,0.00027803160629160225,0.03068989257088957,0.24534074276512527,3.8087338273439015,-0.5788538889377712,9.133752913990964
7,2.0159710664501134,0.012452298127455236,0.05625632050045325,-0.023558870295501712,-0.5248898959114336,-0.00010277287407563346,0.12160186829136066,0.2556329733195039,0.06067112977643077,0.10672101115441533,0.030647255458444714,0.04272266945970704,-0.1505309956668393,-0.10358897553195268,-0.6426135633601057,-0.15339111394310656,0.837717244634626,0.07968654419852499,0.040117949715171984,-0.3266670287167762,0.41193281082347855,0.06699649208936302,0.05690059528821633,0.014264092918356343,0.017888696528021976,0.3709548713886506,-1.8494758199562105,0.00027803160629160225,0.03068989257088957,0.24534074276512527,3.8087338273439015,-0.5788538889377712,9.133752913990964
8,-0.29884884859067684,0.012438986730813657,0.05298803996332298,-0.02234553968658078,-0.4656038525361774,-0.0005711146443402379,0.12120139283607145,0.2817863592796483,0.057129266712561085,0.11513402918915137,0.04898011215073592,0.03427043233766035,-0.13573981650655312,-0.09747751565263985,-0.5280238552985818,-0.1485246639744831,0.7930300731880902,0.07857560693860963,0.03499476590190877,-0.30394826563222926,0.5584505054777967,0.08004647426359625,0.04833995400429616,0.014074764509210693,0.03470581401344201,0.3523595445948734,-3.727899135697508,0.00030358006242958707,0.03186962235600326,-1.6395869600187047,17.563287315376044,-1.2881353649219986,10.186996666479853
9,-0.06855332954221871,0.0147702388836286,0.031382119303750546,-0.020182111025001965,-0.32329756080606104,-0.0015660795050776832,0.10496398172130116,0.7851107846692222,0.048483685290319614,0.1274929286135908,0.04669506788867883,0.018463161716911047,0.0103874003420944,-0.08555925345444926,-0.3309743028749077,-0.12653693396141805,0.9979219165936857,0.10838031482228284,0.027015089027301358,-0.25882697687139655,1.0170197805850887,0.6537301640634043,0.0396552875683096,0.013609360711362027,0.011025726849775805,0.5811711212271646,-5.749563376016578,-0.000919589285925835,0.03348041796808363,-2.9770759820029884,19.088624637556844,14.005997452241155,15.441933230907708
